AlphaO1, BetaO1, DominantFreqO1, AlphaF3, BetaF3, AlphaF4, BetaF4, AlphaF7, BetaF7, AlphaF8, BetaF8, AlphaAF3, BetaAF3, AlphaAF4, BetaAF4 
10.9733442150539, 24.769443617411,5,3.62091345885428, 7.16345342006103,5.88398339665816, 6.03258808441613,9.23229234098464, 13.0802447101851,0.566760752243085, 0.93431267242362,4.24078025848683, 6.62776407784939,2.45710450054647, 6.29777865183443,
13.8028706344438, 23.5582718535687,26,3.96819202512016, 7.65712215668275,5.5826278847693, 5.36355566266131,7.97832610940347, 12.8899968165818,0.566760752243085, 0.93431267242362,2.78887699836968, 6.23618203616914,3.34177876279373, 5.86812490637733,
9.25766939680996, 22.9099253129072,5,4.59110693728214, 8.12490994033213,4.22865748935331, 5.77976371184687,11.9823965340154, 12.6686444259018,0, 0,3.12720654306066, 5.99830635764337,2.94963863816714, 7.176262961822,
17.1148484228551, 24.134348034394,6,5.31768262449517, 7.27714198117594,7.60901618441891, 8.4272922921196,10.1476728322316, 10.7415025748489,0.711465107459222, 0.482117404234432,3.74364629344594, 6.92911776488862,3.94771030137607, 8.24227873325529,
18.069749323113, 28.479159577992,11,5.34648153113318, 7.55953204306627,5.117625680892, 11.2981464222145,9.65009719967814, 8.93661492412651,0.566809299419007, 0.503795815369482,3.88470690796545, 5.9485810541219,4.17842248895619, 8.08822917045092,
17.9427744393775, 25.5048928580092,17,6.43669892529764, 9.06503381360077,4.19513824560307, 10.4141116882169,7.35179450385563, 10.3769762168738,0, 0,2.65300056627927, 6.05200915423615,1.65053558062492, 5.58349120639042,
17.7386215387765, 21.8401098618096,9,5.14322810557514, 7.83302502922815,5.04740016627657, 8.51144448945977,7.23257802245166, 11.3274488318305,0, 0,2.40076948080753, 7.23980942327264,1.83003437926021, 6.42496977207511,
19.2042950419149, 18.9627955914218,12,4.3906291179904, 8.43503560599996,4.58330426649432, 7.13501173870299,7.75967894441055, 10.6229266684503,0, 0,2.32585324602902, 5.68323293700474,2.92617023094028, 6.03246619851559,
17.5156835431761, 23.6189420381113,6,3.40323883495747, 6.92560443050059,7.04585320555641, 9.69528239827945,10.8900678502214, 12.3258758050627,0, 0,2.91447419931214, 6.61717384179857,2.68805072604677, 5.9415158627979,
17.3287839872572, 22.9307860031368,6,2.57993688618197, 6.6260268642833,6.74507056396937, 10.3957615596895,11.9406675922431, 10.9841323121741,0, 0,3.29425888720198, 6.34566108758232,2.47334649550933, 6.34732762085732,
17.4542469106707, 26.9065325662873,13,4.56070035829627, 6.40570859491098,4.07664396174129, 7.77123605762572,7.34974608403041, 11.1806870764828,0, 0,2.9979540971718, 6.57950114198526,2.51721051310265, 5.37365418028794,
19.8914156682634, 26.4467092950264,13,4.21181743570229, 7.52121625399988,3.3295042135005, 6.47347851578977,8.74187031283556, 9.95681826947895,0, 0,2.66857852119613, 6.39579250100071,3.19065003999854, 5.30128561542415,
23.6486575239056, 22.290289840494,9,4.10236431075946, 9.50670934629936,7.42395141457722, 8.89941875814849,9.3409529697908, 9.44863845820293,0, 0,3.58591899021448, 5.47052303429569,3.13042041662628, 7.33393281236769,
19.5870002512854, 21.1592194454653,9,3.42701880687047, 8.01659250123704,5.78096450856954, 9.83386800015713,10.9110930282913, 9.42978543477287,0, 0,4.99886552037839, 6.50613322334013,3.14579032473049, 8.22970236682833,
24.0811588473895, 21.9260415644597,9,4.02989707355837, 6.67209377826037,6.60349052335452, 8.98646772375487,8.88014224596446, 12.6663819827934,0, 0,3.2461132757314, 7.75848041958543,2.88409419852742, 6.65018950540952,
24.1564806543438, 24.2356444663407,7,3.53565314901067, 6.38926452239632,4.88171648056832, 8.3692313871352,8.19092358552179, 13.9790341834109,0, 0,3.06513486130166, 6.68478412895344,2.83399514395529, 5.65154898488558,
21.0783061375429, 25.2338295751479,8,2.84340653003791, 9.44278745282538,2.68342677380669, 10.1457134026595,9.31286342210576, 14.0409338939689,0, 0,3.99171642673042, 6.84743781101271,2.48338825306424, 6.14546250540553,
23.8242985689734, 22.7104694375445,11,3.8424087937971, 10.6145488251738,5.45653092163853, 10.9078471427502,5.29417645504136, 11.8486942912281,0, 0,4.20153627113409, 6.38830666956437,2.29415913767096, 8.08639944697698,
28.6679997354391, 23.8747188419475,9,5.0881208465395, 9.16368946279644,5.20730993970757, 8.2251445604285,8.66555516685549, 9.51917383552366,0.577434296704383, 0.456821968231414,4.14952976582306, 7.05197646965613,2.76757164479918, 8.21982837555315,
22.1808315028587, 25.5096950166772,4,6.0018501474693, 9.6369397227087,4.73116098060974, 7.76254250343082,6.55022179808862, 12.6811359344711,0.701962344897451, 0.482284650298188,3.63458103266241, 6.91691887138,3.45519464602605, 5.85972398899671,
