boredom, excitement, frustration, meditation, act_boredom, act_excitement, act_frustration, act_meditation
-0.707323382787104,0.0238122,2.17634916305542,0.0988434017310095,False,False,True,True,
-0.708151044508394,0.0238122,2.42319130897522,0.0989590615579086,False,False,True,False,
-0.708151044508394,0.0238122,2.42319130897522,0.0989590615579086,False,False,True,True,
-0.708895940057554,0.0238122,2.6453492641449,0.0990631554021177,False,False,True,False,
-0.708895940057554,0.0238122,2.6453492641449,0.0990631554021177,False,False,True,True,
-0.709566346051799,0.0238122,2.84529137611389,0.0991568398619059,False,False,True,False,
-0.709566346051799,0.0238122,2.84529137611389,0.0991568398619059,False,False,True,True,
-0.710169711446619,0.0238122,3.02523946762085,0.0992411558757153,False,False,True,False,
-0.710169711446619,0.0238122,3.02523946762085,0.0992411558757153,False,False,True,True,
-0.710712740301957,0.0238122,3.18719244003296,0.0993170402881438,False,False,True,False,
-0.710712740301957,0.0238122,3.18719244003296,0.0993170402881438,False,False,True,True,
-0.711201466271761,0.0238122,3.33295035362244,0.0993853362593294,False,False,True,False,
-0.711201466271761,0.0238122,3.33295035362244,0.0993853362593294,False,False,True,True,
-0.711641319644585,0.0238122,3.46413230895996,0.0994468026333965,False,False,True,False,
-0.711641319644585,0.0238122,3.46413230895996,0.0994468026333965,False,False,True,True,
-0.712037187680126,0.0238122,3.58219623565674,0.0995021223700568,False,False,True,False,
-0.712037187680126,0.0238122,3.58219623565674,0.0995021223700568,False,False,True,True,
-0.712393468912114,0.0238122,3.68845367431641,0.0995519101330511,False,False,True,False,
-0.712393468912114,0.0238122,3.68845367431641,0.0995519101330511,False,False,True,True,
-0.712714122020902,0.0238122,3.78408551216125,0.099596719119746,False,False,True,False,
-0.712714122020902,0.0238122,3.78408551216125,0.099596719119746,False,False,True,True,
-0.713002709818812,0.0238122,3.87015390396118,0.0996370472077714,False,False,True,False,
-0.713002709818812,0.0238122,3.87015390396118,0.0996370472077714,False,False,True,True,
-0.713262438836931,0.0238122,3.94761562347412,0.0996733424869943,False,False,True,False,
-0.713262438836931,0.0238122,3.94761562347412,0.0996733424869943,False,False,True,True,
-0.713496194953238,0.0238122,4.01733112335205,0.0997060082382948,False,False,True,False,
-0.713496194953238,0.0238122,4.01733112335205,0.0997060082382948,False,False,True,True,
-0.713706575457914,0.0238122,4.08007526397705,0.0997354074144653,False,False,True,False,
-0.713706575457914,0.0238122,4.08007526397705,0.0997354074144653,False,False,True,True,
-0.713895917912122,0.0238122,4.13654470443726,0.0997618666730188,False,False,True,False,
-0.713895917912122,0.0238122,4.13654470443726,0.0997618666730188,False,False,True,True,
-0.71406632612091,0.0238122,4.18736743927002,0.0997856800057169,False,False,True,False,
-0.71406632612091,0.0238122,4.18736743927002,0.0997856800057169,False,False,True,True,
-0.714219693508819,0.0238122,4.2331075668335,0.0998071120051452,False,False,True,False,
-0.714219693508819,0.0238122,4.2331075668335,0.0998071120051452,False,False,True,True,
-0.714357724157937,0.0238122,4.27427387237549,0.0998264008046307,False,False,True,False,
-0.714357724157937,0.0238122,4.27427387237549,0.0998264008046307,False,False,True,True,
-0.714481951742144,0.0238122,5.42466878890991,0.0998437607241676,False,False,True,False,
-0.714481951742144,0.0238122,5.42466878890991,0.0998437607241676,False,False,True,True,
-0.714593756567929,0.0238122,6.46002388000488,0.0998593846517509,False,False,True,False,
-0.714593756567929,0.0238122,6.46002388000488,0.0998593846517509,False,False,True,True,
-0.714694380911136,0.0238122,7.39184331893921,0.0998734461865758,False,False,True,False,
-0.714694380911136,0.0238122,7.39184331893921,0.0998734461865758,False,False,True,True,
-0.714784942820023,0.0238122,8.23048114776611,0.0998861015679182,False,False,True,False,
-0.714784942820023,0.0238122,8.23048114776611,0.0998861015679182,False,False,True,True,
-0.71486644853802,0.0238122,8.98525524139404,0.0998974914111264,False,False,True,False,
-0.71486644853802,0.0238122,8.98525524139404,0.0998974914111264,False,False,True,True,
-0.714939803684218,0.0238122,9.66455173492432,0.0999077422700137,False,False,True,False,
-0.714939803684218,0.0238122,9.66455173492432,0.0999077422700137,False,False,True,True,
-0.715005823315796,0.0238122,10.275918006897,0.0999169680430124,False,False,True,False,
-0.715005823315796,0.0238122,10.275918006897,0.0999169680430124,False,False,True,True,
-0.715065240984217,0.0238122,10.8261480331421,0.0999252712387111,False,False,True,False,
-0.715065240984217,0.0238122,10.8261480331421,0.0999252712387111,False,False,True,True,
-0.715118716885795,0.0238122,11.0650758743286,0.09993274411484,False,False,True,False,
-0.715118716885795,0.0238122,11.0650758743286,0.09993274411484,False,False,True,True,
-0.715166845197216,0.0238122,11.4666061401367,0.099939469703356,False,False,True,False,
-0.715166845197216,0.0238122,11.4666061401367,0.099939469703356,False,False,True,True,
-0.715210160677494,0.0238122,11.4773807525635,0.0999455227330204,False,False,True,False,
-0.715210160677494,0.0238122,11.4773807525635,0.0999455227330204,False,False,True,True,
-0.715249144609745,0.0238122,11.1493511199951,0.0999509704597184,False,False,True,False,
-0.715249144609745,0.0238122,11.1493511199951,0.0999509704597184,False,False,True,True,
-0.71528423014877,0.0238122,10.8684530258179,0.0999558734137465,False,False,True,False,
-0.71528423014877,0.0238122,10.8684530258179,0.0999558734137465,False,False,True,True,
-0.715315807133893,0.0238122,10.3679313659668,0.0999602860723719,False,False,True,False,
-0.715315807133893,0.0238122,10.3679313659668,0.0999602860723719,False,False,True,True,
-0.715344226420504,0.0238122,10.0319938659668,0.0999642574651347,False,False,True,False,
-0.715344226420504,0.0238122,10.0319938659668,0.0999642574651347,False,False,True,True,
-0.715369803778453,0.0238122,9.72965049743652,0.0999678317186212,False,False,True,False,
-0.715369803778453,0.0238122,9.72965049743652,0.0999678317186212,False,False,True,True,
-0.715392823400608,0.0238122,9.45754051208496,0.0999710485467591,False,False,True,False,
-0.715392823400608,0.0238122,9.45754051208496,0.0999710485467591,False,False,True,True,
-0.715413541060547,0.0238122,9.21264266967773,0.0999739436920832,False,False,True,False,
-0.715413541060547,0.0238122,9.21264266967773,0.0999739436920832,False,False,True,True,
-0.715432186954493,0.0238122,8.99223327636719,0.0999765493228749,False,False,True,False,
-0.715432186954493,0.0238122,8.99223327636719,0.0999765493228749,False,False,True,True,
-0.715448968259043,0.0238122,8.79386615753174,0.0999788943905874,False,False,True,False,
-0.715448968259043,0.0238122,8.79386615753174,0.0999788943905874,False,False,True,True,
-0.715464071433139,0.0238122,8.61533451080322,0.0999810049515286,False,False,True,False,
-0.715464071433139,0.0238122,8.61533451080322,0.0999810049515286,False,False,True,True,
-0.715477664289825,0.0238122,8.45465660095215,0.0999829044563758,False,False,True,False,
-0.715477664289825,0.0238122,8.45465660095215,0.0999829044563758,False,False,True,True,
-0.715489897860842,0.0238122,8.3100471496582,0.0999846140107382,False,False,True,False,
-0.715489897860842,0.0238122,8.3100471496582,0.0999846140107382,False,False,True,True,
-0.715500908074758,0.0238122,8.17989730834961,0.0999861526096644,False,False,True,False,
-0.715500908074758,0.0238122,8.17989730834961,0.0999861526096644,False,False,True,True,
-0.715510817267282,0.0238122,8.06276321411133,0.0999875373486979,False,False,True,False,
-0.715510817267282,0.0238122,8.06276321411133,0.0999875373486979,False,False,True,True,
-0.715519735540554,0.0238122,7.95734262466431,0.0999887836138282,False,False,True,False,
-0.715519735540554,0.0238122,7.95734262466431,0.0999887836138282,False,False,True,True,
-0.715527761986499,0.0238122,7.86246395111084,0.0999899052524453,False,False,True,False,
-0.715527761986499,0.0238122,7.86246395111084,0.0999899052524453,False,False,True,True,
-0.715534985787849,0.0238122,7.7770733833313,0.0999909147272008,False,False,True,False,
-0.715534985787849,0.0238122,7.7770733833313,0.0999909147272008,False,False,True,True,
-0.715541487209064,0.0238122,7.7002215385437,0.0999918232544807,False,False,True,False,
-0.715541487209064,0.0238122,7.7002215385437,0.0999918232544807,False,False,True,True,
-0.715547338488157,0.0238122,7.63105487823486,0.0999926409290327,False,False,True,False,
-0.715547338488157,0.0238122,7.63105487823486,0.0999926409290327,False,False,True,True,
-0.715552604639342,0.0238122,7.56880474090576,0.0999933768361294,False,False,True,False,
-0.715552604639342,0.0238122,7.56880474090576,0.0999933768361294,False,False,True,True,
-0.715557344175408,0.0238122,7.51278018951416,0.0999940391525164,False,False,True,False,
-0.715557344175408,0.0238122,7.51278018951416,0.0999940391525164,False,False,True,True,
-0.715561609757867,0.0238122,7.46235752105713,0.0999946352372648,False,False,True,False,
-0.715561609757867,0.0238122,7.46235752105713,0.0999946352372648,False,False,True,True,
-0.71556544878208,0.0238122,7.4169774055481,0.0999951717135383,False,False,True,False,
-0.71556544878208,0.0238122,7.4169774055481,0.0999951717135383,False,False,True,True,
-0.715568903903872,0.0238122,7.37613534927368,0.0999956545421845,False,False,True,False,
-0.715568903903872,0.0238122,7.37613534927368,0.0999956545421845,False,False,True,True,
-0.715572013513485,0.0238122,7.05621862411499,0.099996089087966,False,False,True,False,
-0.715572013513485,0.0238122,7.05621862411499,0.099996089087966,False,False,True,True,
-0.715574812162136,0.0238122,6.76829385757446,0.0999964801791694,False,False,True,False,
-0.715574812162136,0.0238122,6.76829385757446,0.0999964801791694,False,False,True,True,
-0.715577330945923,0.0238122,6.50916147232056,0.0999968321612525,False,False,True,False,
-0.715577330945923,0.0238122,6.50916147232056,0.0999968321612525,False,False,True,True,
-0.71557959785133,0.0238122,6.27594232559204,0.0999971489451272,False,False,True,False,
-0.71557959785133,0.0238122,6.27594232559204,0.0999971489451272,False,False,True,True,
-0.715581638066197,0.0238122,6.06604480743408,0.0999974340506145,False,False,True,False,
-0.715581638066197,0.0238122,6.06604480743408,0.0999974340506145,False,False,True,True,
-0.715583474259578,0.0238122,5.87713766098022,0.099997690645553,False,False,True,False,
-0.715583474259578,0.0238122,5.87713766098022,0.099997690645553,False,False,True,True,
-0.71558512683362,0.0238122,5.70712089538574,0.0999979215809977,False,False,True,False,
-0.71558512683362,0.0238122,5.70712089538574,0.0999979215809977,False,False,True,True,
-0.715586614150258,0.0238122,6.88293504714966,0.099998129422898,False,False,True,False,
-0.715586614150258,0.0238122,6.88293504714966,0.099998129422898,False,False,True,True,
-0.715587952735232,0.0238122,7.40335035324097,0.0999983164806082,False,False,True,False,
-0.715587952735232,0.0238122,7.40335035324097,0.0999983164806082,False,False,True,True,
-0.715589157461709,0.0238122,7.86197853088379,0.0999984848325473,False,False,True,False,
-0.715589157461709,0.0238122,7.86197853088379,0.0999984848325473,False,False,True,True,
-0.715590241715538,0.0238122,8.12609672546387,0.0999986363492926,False,False,True,False,
-0.715590241715538,0.0238122,8.12609672546387,0.0999986363492926,False,False,True,True,
-0.715591217543984,0.0238122,8.29424476623535,0.0999987727143633,False,False,True,False,
-0.715591217543984,0.0238122,8.29424476623535,0.0999987727143633,False,False,True,True,
-0.715592095789585,0.0238122,8.55663585662842,0.099998895442927,False,False,True,False,
-0.715592095789585,0.0238122,8.55663585662842,0.099998895442927,False,False,True,True,
-0.715592886210627,0.0238122,8.63162040710449,0.0999990058986343,False,False,True,False,
-0.715592886210627,0.0238122,8.63162040710449,0.0999990058986343,False,False,True,True,
-0.715593597589564,0.0238122,8.52402019500732,0.0999991053087709,False,False,True,False,
-0.715593597589564,0.0238122,8.52402019500732,0.0999991053087709,False,False,True,True,
-0.715594237830608,0.0238122,8.42717933654785,0.0999991947778938,False,False,True,False,
-0.715594237830608,0.0238122,8.42717933654785,0.0999991947778938,False,False,True,True,
-0.715594814047547,0.0238122,8.34002304077148,0.0999992753001044,False,False,True,False,
-0.715594814047547,0.0238122,8.34002304077148,0.0999992753001044,False,False,True,True,
-0.715595332642792,0.0238122,8.26158237457275,0.0999993477700939,False,False,True,False,
-0.715595332642792,0.0238122,8.26158237457275,0.0999993477700939,False,False,True,True,
-0.715595799378513,0.0238122,8.19098567962646,0.0999994129930846,False,False,True,False,
-0.715595799378513,0.0238122,8.19098567962646,0.0999994129930846,False,False,True,True,
-0.715596219440662,0.0238122,8.12744808197021,0.0999994716937761,False,False,True,False,
-0.715596219440662,0.0238122,8.12744808197021,0.0999994716937761,False,False,True,True,
-0.715596597496595,0.0238122,8.07026481628418,0.0999995245243985,False,False,True,False,
-0.715596597496595,0.0238122,8.07026481628418,0.0999995245243985,False,False,True,True,
-0.715596937746936,0.0238122,8.01879978179932,0.0999995720719586,False,False,True,False,
-0.715596937746936,0.0238122,8.01879978179932,0.0999995720719586,False,False,True,True,
-0.715597243972242,0.0238122,7.97248125076294,0.0999996148647628,False,False,True,False,
-0.715597243972242,0.0238122,7.97248125076294,0.0999996148647628,False,False,True,True,
-0.715597519575018,0.0238122,7.93079423904419,0.0999996533782865,False,False,True,False,
-0.715597519575018,0.0238122,7.93079423904419,0.0999996533782865,False,False,True,True,
-0.715597767617516,0.0238122,9.88153171539307,0.0999996880404578,False,False,True,False,
-0.715597767617516,0.0238122,9.88153171539307,0.0999996880404578,False,False,True,True,
-0.715597990855764,0.0238122,11.6371955871582,0.099999719236412,False,False,True,False,
-0.715597990855764,0.0238122,11.6371955871582,0.099999719236412,False,False,True,True,
-0.715598191770188,0.0238122,13.2172927856445,0.0999997473127708,False,False,True,False,
-0.715598191770188,0.0238122,13.2172927856445,0.0999997473127708,False,False,True,True,
-0.715598372593169,0.0238122,14.6393804550171,0.0999997725814938,False,False,True,False,
-0.715598372593169,0.0238122,14.6393804550171,0.0999997725814938,False,False,True,True,
-0.715598535333852,0.0238122,15.9192590713501,0.0999997953233444,False,False,True,False,
-0.715598535333852,0.0238122,15.9192590713501,0.0999997953233444,False,False,True,True,
-0.715598681800467,0.0238122,17.0711498260498,0.0999998157910099,False,False,True,False,
-0.715598681800467,0.0238122,17.0711498260498,0.0999998157910099,False,False,True,True,
-0.71559881362042,0.0238122,17.7399978637695,0.0999998342119089,False,False,True,False,
-0.71559881362042,0.0238122,17.7399978637695,0.0999998342119089,False,False,True,True,
-0.715598932258378,0.0238122,17.2639598846436,0.099999850790718,False,False,True,False,
-0.715598932258378,0.0238122,17.2639598846436,0.099999850790718,False,False,True,True,
-0.71559903903254,0.0238122,16.8355236053467,0.0999998657116462,False,False,True,False,
-0.71559903903254,0.0238122,16.8355236053467,0.0999998657116462,False,False,True,True,
-0.715599135129286,0.0238122,16.4499320983887,0.0999998791404816,False,False,True,False,
-0.715599135129286,0.0238122,16.4499320983887,0.0999998791404816,False,False,True,True,
-0.715599221616358,0.0238122,16.1028995513916,0.0999998912264334,False,False,True,False,
-0.715599221616358,0.0238122,16.1028995513916,0.0999998912264334,False,False,True,True,
-0.715599299454722,0.0238122,15.7905702590942,0.0999999021037901,False,False,True,False,
-0.715599299454722,0.0238122,15.7905702590942,0.0999999021037901,False,False,True,True,
-0.71559936950925,0.0238122,15.5094738006592,0.0999999118934111,False,False,True,False,
-0.71559936950925,0.0238122,15.5094738006592,0.0999999118934111,False,False,True,True,
-0.715599432558325,0.0238122,15.2564868927002,0.09999992070407,False,False,True,False,
-0.715599432558325,0.0238122,15.2564868927002,0.09999992070407,False,False,True,True,
-0.715599489302492,0.0238122,15.0287990570068,0.099999928633663,False,False,True,False,
-0.715599489302492,0.0238122,15.0287990570068,0.099999928633663,False,False,True,True,
-0.715599540372243,0.0238122,14.8238801956177,0.0999999357702967,False,False,True,False,
-0.715599540372243,0.0238122,14.8238801956177,0.0999999357702967,False,False,True,True,
-0.715599586335019,0.0238122,14.5351495742798,0.099999942193267,False,False,True,False,
-0.715599586335019,0.0238122,14.5351495742798,0.099999942193267,False,False,True,True,
-0.715599627701517,0.0238122,14.2752914428711,0.0999999479739403,False,False,True,False,
-0.715599627701517,0.0238122,14.2752914428711,0.0999999479739403,False,False,True,True,
-0.715599664931365,0.0238122,14.0414199829102,0.0999999531765463,False,False,True,False,
-0.715599664931365,0.0238122,14.0414199829102,0.0999999531765463,False,False,True,True,
-0.715599698438228,0.0238122,13.8309354782104,0.0999999578588917,False,False,True,False,
-0.715599698438228,0.0238122,13.8309354782104,0.0999999578588917,False,False,True,True,
-0.715599728594406,0.0238122,13.6414995193481,0.0999999620730025,False,False,True,False,
-0.715599728594406,0.0238122,13.6414995193481,0.0999999620730025,False,False,True,True,
-0.715599755734965,0.0238122,13.4710073471069,0.0999999658657022,False,False,True,False,
-0.715599755734965,0.0238122,13.4710073471069,0.0999999658657022,False,False,True,True,
-0.715599780161469,0.0238122,13.3175640106201,0.099999969279132,False,False,True,False,
-0.715599780161469,0.0238122,13.3175640106201,0.099999969279132,False,False,True,True,
-0.715599802145322,0.0238122,13.17946434021,0.0999999723512188,False,False,True,False,
-0.715599802145322,0.0238122,13.17946434021,0.0999999723512188,False,False,True,True,
-0.715599821930789,0.0238122,13.05517578125,0.0999999751160969,False,False,True,False,
-0.715599821930789,0.0238122,13.05517578125,0.0999999751160969,False,False,True,True,
-0.71559983973771,0.0238122,12.9433155059814,0.0999999776044872,False,False,True,False,
-0.71559983973771,0.0238122,12.9433155059814,0.0999999776044872,False,False,True,True,
-0.715599855763939,0.0238122,12.8426418304443,0.0999999798440385,False,False,True,False,
-0.715599855763939,0.0238122,12.8426418304443,0.0999999798440385,False,False,True,True,
-0.715599870187545,0.0238122,12.7520351409912,0.0999999818596347,False,False,True,False,
-0.715599870187545,0.0238122,12.7520351409912,0.0999999818596347,False,False,True,True,
-0.715599883168791,0.0238122,12.3844423294067,0.0999999836736712,False,False,True,False,
-0.715599883168791,0.0238122,12.3844423294067,0.0999999836736712,False,False,True,True,
-0.715599894851912,0.0238122,12.0536088943481,0.0999999853063041,False,False,True,False,
-0.715599894851912,0.0238122,12.0536088943481,0.0999999853063041,False,False,True,True,
-0.715599905366721,0.0238122,11.755859375,0.0999999867756736,False,False,True,False,
-0.715599905366721,0.0238122,11.755859375,0.0999999867756736,False,False,True,True,
-0.715599914830048,0.0238122,11.4878845214844,0.0999999880981063,False,False,True,False,
-0.715599914830048,0.0238122,11.4878845214844,0.0999999880981063,False,False,True,True,
-0.715599923347044,0.0238122,11.2467069625854,0.0999999892882956,False,False,True,False,
-0.715599923347044,0.0238122,11.2467069625854,0.0999999892882956,False,False,True,True,
-0.715599931012339,0.0238122,11.0296468734741,0.0999999903594661,False,False,True,False,
-0.715599931012339,0.0238122,11.0296468734741,0.0999999903594661,False,False,True,True,
-0.715599937911105,0.0238122,10.8342933654785,0.0999999913235195,False,False,True,False,
-0.715599937911105,0.0238122,10.8342933654785,0.0999999913235195,False,False,True,True,
-0.715599944119995,0.0238122,10.6584749221802,0.0999999921911675,False,False,True,False,
-0.715599944119995,0.0238122,10.6584749221802,0.0999999921911675,False,False,True,True,
-0.715599949707995,0.0238122,10.5002384185791,0.0999999929720508,False,False,True,False,
-0.715599949707995,0.0238122,10.5002384185791,0.0999999929720508,False,False,True,True,
-0.715599954737196,0.0238122,10.3578252792358,0.0999999936748457,False,False,True,False,
-0.715599954737196,0.0238122,10.3578252792358,0.0999999936748457,False,False,True,True,
-0.715599959263476,0.0238122,11.2360887527466,0.0999999943073611,False,False,True,False,
-0.715599959263476,0.0238122,11.2360887527466,0.0999999943073611,False,False,True,True,
-0.715599963337129,0.0238122,12.0265254974365,0.099999994876625,False,False,True,False,
-0.715599963337129,0.0238122,12.0265254974365,0.099999994876625,False,False,True,True,
-0.715599967003416,0.0238122,12.7379179000854,0.0999999953889625,False,False,True,False,
-0.715599967003416,0.0238122,12.7379179000854,0.0999999953889625,False,False,True,True,
-0.715599970303074,0.0238122,13.3781719207764,0.0999999958500662,False,False,True,False,
-0.715599970303074,0.0238122,13.3781719207764,0.0999999958500662,False,False,True,True,
-0.715599973272767,0.0238122,13.954400062561,0.0999999962650596,False,False,True,False,
-0.715599973272767,0.0238122,13.954400062561,0.0999999962650596,False,False,True,True,
-0.71559997594549,0.0238122,14.4730052947998,0.0999999966385537,False,False,True,False,
-0.71559997594549,0.0238122,14.4730052947998,0.0999999966385537,False,False,True,True,
-0.715599978350941,0.0238122,14.9397506713867,0.0999999969746983,False,False,True,False,
-0.715599978350941,0.0238122,14.9397506713867,0.0999999969746983,False,False,True,True,
-0.715599980515847,0.0238122,15.3598213195801,0.0999999972772285,False,False,True,False,
-0.715599980515847,0.0238122,15.3598213195801,0.0999999972772285,False,False,True,True,
-0.715599982464262,0.0238122,15.7378845214844,0.0999999975495056,False,False,True,False,
-0.715599982464262,0.0238122,15.7378845214844,0.0999999975495056,False,False,True,True,
-0.715599984217836,0.0238122,16.0781421661377,0.099999997794555,False,False,True,False,
-0.715599984217836,0.0238122,16.0781421661377,0.099999997794555,False,False,True,True,
-0.715599985796052,0.0238122,16.3843727111816,0.0999999980150995,False,False,True,False,
-0.715599985796052,0.0238122,16.3843727111816,0.0999999980150995,False,False,True,True,
-0.715599987216447,0.0238122,16.6599807739258,0.0999999982135896,False,False,True,False,
-0.715599987216447,0.0238122,16.6599807739258,0.0999999982135896,False,False,True,True,
-0.715599988494802,0.0238122,16.9080276489258,0.0999999983922306,False,False,True,False,
-0.715599988494802,0.0238122,16.9080276489258,0.0999999983922306,False,False,True,True,
-0.715599989645322,0.0238122,17.1312713623047,0.0999999985530075,False,False,True,False,
-0.715599989645322,0.0238122,17.1312713623047,0.0999999985530075,False,False,True,True,
-0.71559999068079,0.0238122,17.3321895599365,0.0999999986977068,False,False,True,False,
-0.71559999068079,0.0238122,17.3321895599365,0.0999999986977068,False,False,True,True,
-0.715599991612711,0.0238122,17.5130157470703,0.0999999988279361,False,False,True,False,
-0.715599991612711,0.0238122,17.5130157470703,0.0999999988279361,False,False,True,True,
-0.71559999245144,0.0238122,17.675760269165,0.0999999989451425,False,False,True,False,
-0.71559999245144,0.0238122,17.675760269165,0.0999999989451425,False,False,True,True,
-0.715599993206296,0.0238122,17.822229385376,0.0999999990506282,False,False,True,False,
-0.715599993206296,0.0238122,17.822229385376,0.0999999990506282,False,False,True,True,
-0.715599993885666,0.0238122,17.9540519714355,0.0999999991455654,False,False,True,False,
-0.715599993885666,0.0238122,17.9540519714355,0.0999999991455654,False,False,True,True,
-0.715599994497099,0.0238122,18.0726928710938,0.0999999992310089,False,False,True,False,
-0.715599994497099,0.0238122,18.0726928710938,0.0999999992310089,False,False,True,True,
-0.715599995047389,0.0238122,18.1794681549072,0.099999999307908,False,False,True,False,
-0.715599995047389,0.0238122,18.1794681549072,0.099999999307908,False,False,True,True,
-0.715599995542651,0.0238122,18.2755680084229,0.0999999993771172,False,False,True,False,
-0.715599995542651,0.0238122,18.2755680084229,0.0999999993771172,False,False,True,True,
-0.715599995988385,0.0238122,18.3620567321777,0.0999999994394054,False,False,True,False,
-0.715599995988385,0.0238122,18.3620567321777,0.0999999994394054,False,False,True,True,
-0.715599996389547,0.0238122,18.4398956298828,0.0999999994954649,False,False,True,False,
-0.715599996389547,0.0238122,18.4398956298828,0.0999999994954649,False,False,True,True,
-0.715599996750592,0.0238122,18.509952545166,0.0999999995459184,False,False,True,False,
-0.715599996750592,0.0238122,18.509952545166,0.0999999995459184,False,False,True,True,
-0.715599997075533,0.0238122,18.5730018615723,0.0999999995913266,False,False,True,False,
-0.715599997075533,0.0238122,18.5730018615723,0.0999999995913266,False,False,True,True,
-0.71559999736798,0.0238122,18.6297473907471,0.0999999996321939,False,False,True,False,
-0.71559999736798,0.0238122,18.6297473907471,0.0999999996321939,False,False,True,True,
-0.715599997631182,0.0238122,18.6808185577393,0.0999999996689745,False,False,True,False,
-0.715599997631182,0.0238122,18.6808185577393,0.0999999996689745,False,False,True,True,
-0.715599997868064,0.0238122,18.7267818450928,0.0999999997020771,False,False,True,False,
-0.715599997868064,0.0238122,18.7267818450928,0.0999999997020771,False,False,True,True,
