OpenEye, AlphaO1, BetaO1, DominantFreqO1, AlphaF3, BetaF3, AlphaF4, BetaF4, AlphaF7, BetaF7, AlphaF8, BetaF8, AlphaAF3, BetaAF3, AlphaAF4, BetaAF4, AlphaFC5, BetaFC5, AlphaFC6, BetaFC6, AlphaP7, BetaP7, AlphaP8, BetaP8, AlphaT7, BetaT7, AlphaT8, BetaT8 
False,15.4978347974217, 22.3528180829845,4,3.8096263042431, 8.82940553076703,7.77872523629341, 8.06159851231132,20.7007424060097, 20.5713086942363,0, 0,4.62698438666186, 8.65279561361618,3.12730231554999, 5.53946064358884,6.82823152283321, 9.41284664870156,0, 0,14.3971933842474, 32.1169521738962,15.4376412314565, 23.492570918113,19.7311149214468, 48.2165948571003,25.4446696071671, 48.0152600311522,
False,16.4687321381309, 28.1401123347745,21,3.99142588175258, 8.21966838559093,8.94073651402171, 9.31679923052885,40.6882264527547, 35.1383087257737,0, 0,6.56569929484385, 7.79064870539069,1.78107082254507, 5.55528690510847,5.99997751645205, 9.25203457087173,0, 0,17.0077232089594, 24.9332254926228,19.7615299760844, 33.8910503575484,27.9387529448203, 56.5254594657875,31.1117558077316, 63.884951714024,
False,15.7307030228421, 26.348722790206,22,4.67717456211043, 8.39468292068399,7.42236133599341, 9.95912134179881,37.9396891003463, 33.2662894443738,0, 0,5.24456914965021, 6.33751632640175,3.61733693324141, 5.6796543617562,4.9422354378861, 10.1722081925682,0, 0,19.5847978839713, 32.1853150285119,18.9586160163289, 40.4139583407907,28.0927728927035, 59.9908066173907,36.829743579565, 62.5146498144755,
False,45.9449747587239, 24.6239098981238,11,3.83206017665913, 8.29472917560947,7.33211122544821, 10.9435388015446,14.2915654963714, 17.0647104236259,0.382889038292782, 0.436452283945098,2.93753894018832, 6.19686615381824,6.77179035475331, 7.22564959570107,7.02754617497517, 10.3756536973463,6.1326511337985, 4.38666223183554,26.3665041937457, 29.7293887829466,44.7910854894887, 34.3113423839372,30.257110540731, 50.5483621103639,33.9559444799622, 51.3330277215298,
False,48.8227468966834, 28.9550247774689,12,4.47540460490917, 9.13814335538219,6.08815826044123, 9.72841154100616,36.6923267428049, 34.850907730148,0.41806490526141, 0.499398542188817,2.33505130978697, 7.61665759642789,5.81842983759269, 6.79408091998302,4.95493729325397, 9.92038856672706,5.65066695858037, 4.16795323625738,38.6793683279034, 25.19530560016,60.7522692332591, 31.9013181830081,24.1814839840185, 47.1044772497412,40.4586300469976, 48.2039047957123,
False,43.5692237569464, 21.3869827599456,12,6.88650006631352, 9.02881125774661,6.08651336192469, 6.88118917801916,35.2220958527725, 35.7234725559462,0.559980716049112, 0.780160979613301,3.07504966135369, 8.52092819734328,2.88501696471212, 5.91076669591559,4.69063400884557, 10.3117661797881,5.67741710480985, 3.33316902512995,49.6559459180199, 25.8414049638458,75.1637866649004, 38.7573540002331,35.1251587388671, 48.6844792481605,67.2144992870536, 47.4579802466888,
False,41.4206167472367, 23.0847362101298,11,5.84125459502147, 8.368879952363,3.29878678625948, 4.7953019846012,22.8303077329884, 24.5698366155746,0.623403572548695, 0.735782109602736,3.53125243605294, 7.26876786581852,3.36007137238144, 6.64599634007791,7.25085543557505, 11.7445633733003,5.34412560774682, 3.9782906927805,50.0957619249008, 28.0892456243399,72.4279689589379, 42.2035636435187,40.6656243311377, 47.3373831656268,58.2265847783762, 50.0222579685326,
False,42.2958853428771, 24.9927094457239,11,4.04125878831579, 9.58306537349301,4.3882206510735, 5.58583521156985,32.3389949756923, 24.1832727020085,0, 0,2.82503411509264, 5.38991163485624,3.22586135963253, 5.40080313824695,6.03015579616694, 11.683955201877,0.101355053210488, 0.192307692307774,48.9918962758185, 24.9985875175506,75.3431546694135, 37.3068957556545,49.3640473754911, 35.3912293230495,67.0388360221229, 42.4005382858409,
False,46.1063118598768, 21.0237510683909,11,4.16150554946982, 8.90547099842276,3.77575850640832, 4.51734542567965,21.1908488598945, 23.9704291538462,0, 0,3.9147331074503, 6.37706086208731,2.52500100306043, 4.37449450294272,5.43574190588569, 10.5172272842977,0, 0,39.9167559478659, 27.1203113025516,64.6216071498549, 37.7941461112596,39.7996131812764, 39.7802770586973,63.8596907496946, 51.767536640432,
False,31.5766931799849, 29.3554739977056,10,3.85787393982044, 8.6726765165853,2.95310560047298, 3.60954961305372,18.1878121813045, 23.2393118378827,0, 0,4.55499915232616, 7.25065174335845,2.29201795574553, 4.98298473521863,8.86132494257549, 10.6764678970819,0, 0,45.3634428845575, 27.9043500048175,69.421195343788, 40.05898214705,36.5865832779254, 43.2723306226485,67.9757975603878, 64.4625317692897,
True,44.8904590439466, 35.8824487273165,10,3.26726536031317, 8.74839026864837,1.50475943540388, 1.44735119734071,16.8945519877145, 17.0978961575162,0, 0,4.60796382022322, 5.81664697825549,3.11130270625871, 5.19644503727196,7.77701248406917, 11.094493527437,0, 0,55.5400667191461, 27.5116860445065,89.3336053873524, 41.1836562806422,39.4304065161494, 40.2433739280422,72.8350104585793, 58.5521768056397,
True,39.8680032092441, 30.4988806570498,10,5.89722774952384, 9.46258436267376,2.08894524381885, 2.22618249674584,17.1082841579339, 22.4148607867788,0, 0,3.8069887486453, 6.539365348305,2.81906055453901, 4.64215532619376,6.43030307180349, 12.9844970045969,0, 0,38.9607291269698, 28.783313116645,62.0248582208948, 40.5316380468193,24.73298092347, 41.6860787948159,44.3215622778035, 52.5593378521615,
True,13.5690704828177, 24.3084410774636,13,5.65972585146314, 9.10762227481636,1.61317596514255, 1.84785905957328,12.4409545736135, 17.6385705151149,0, 0,4.50756138733317, 7.30821281636851,4.13308965774779, 5.00182627078187,7.21735279985442, 11.3204428379386,0, 0,19.2319784695639, 25.5343140749573,26.165778795199, 29.0435040001014,28.985263986412, 37.5417341567346,45.3939943369463, 42.1814182050246,
True,11.2755048441947, 18.1635594753734,4,4.18188746757692, 8.15021200047909,1.88933399517162, 2.02885683320582,16.2150693896271, 22.3380444291736,0, 0,5.71059548182211, 8.01861340814341,3.31624358833397, 5.58585960184693,6.71940904121783, 11.1416474102887,0, 0,20.4350214833346, 27.780866892166,22.5199472548087, 26.293848445782,28.1419661728529, 42.0455624727655,33.6847972234174, 44.8818279529752,
True,10.1328077059445, 16.8292784451528,23,4.38778083477446, 5.60945095643115,3.06277768252047, 2.64854931215743,16.7789762617135, 29.0856479376747,0, 0,4.97992702796789, 7.00287971631905,2.67511637003929, 6.24406090659575,9.10927550555228, 10.8796068085085,0, 0,19.0336202565507, 29.9284315123539,17.6239436839235, 33.8187229574208,20.7036726794429, 41.6400631276362,24.1340305364805, 53.4766323838817,
True,8.80433739447138, 18.2599679411058,4,5.22486252434789, 8.28511302855951,1.89627630534986, 2.16728449082721,16.4004928249719, 18.8005076707677,0, 0,3.43776422545728, 5.80568530386843,3.76564997494615, 5.51281883273635,8.07819650197608, 10.7340004875989,0, 0,18.8957442645802, 28.4325846019254,31.1257395412569, 36.2232079502813,15.0891188917243, 33.5935051579483,46.6847372495127, 59.4967884398198,
True,23.0982958045946, 17.6083387827178,11,5.51892776578841, 9.17054692812292,1.75236589988679, 1.54035144848924,15.5847405050118, 16.8700073978315,0, 0,2.98973893427267, 5.44216514036378,2.79340967395603, 3.85766975005006,4.70447501001989, 11.4073847331143,0, 0,24.250985074992, 21.5870142011964,34.4515139064066, 34.8117482058194,15.8436433231855, 35.9327107832018,50.0605954659906, 53.570535286157,
True,22.8211265353698, 15.2001241059977,7,5.27127415870614, 8.5508224834393,0.651888558416653, 0.782396607432559,15.7765395557047, 20.9778907980031,0, 0,2.97000291911308, 5.76122201389854,1.55242755510918, 5.29767064482172,4.71623690407092, 11.3136490237461,0, 0,22.7526069620266, 25.5127894001909,21.2720672709252, 28.2623928662586,20.5065035846331, 36.4911187436268,26.5291136896261, 43.0611337043468,
True,21.2263816104081, 20.9105186005548,6,5.9540050344544, 7.75591060855692,0.871626013739105, 1.35997754331537,21.9881481017478, 22.1131520889756,0, 0,4.02070567879398, 7.41700883268403,3.18029553072736, 5.5396259937644,6.53723604000193, 10.6122040555094,0, 0,22.8825611470839, 28.1033552799454,24.6167581644245, 28.0054681849265,27.148608805345, 33.431907622754,28.4795882070309, 46.7125229327119,
True,16.5566892559951, 24.3104917619948,7,4.80273248938069, 8.29271640797241,0.703458838484272, 1.46873403183117,25.8110409604059, 27.6487081240239,0, 0,3.67808422760312, 6.99880626705313,3.62907990143817, 4.95486290700279,6.38212271646574, 8.48957900279898,0, 0,17.890369762849, 28.5403701068093,24.1804729297663, 30.5522957086055,23.5675069497262, 34.4934465145547,32.7592481685718, 50.5010362703903,
False,18.8726506876123, 18.8016099868789,4,4.0593547451374, 8.6435436818074,1.00165872489607, 1.78139004246669,24.0818942590782, 22.2915914770003,0, 0,3.16917328825871, 6.59406898947044,3.65434319724136, 4.92231307299981,5.75741420541385, 9.7016199176348,0, 0,18.4280637915652, 24.7603803977722,24.7652915068613, 26.2111617913645,24.3114625105724, 35.9358402170891,44.6800261910746, 53.5633854471777,
False,17.2052880943237, 26.5642458794099,11,5.37501019856244, 7.10329053990783,2.13998928147559, 3.915375245816,23.0720894028941, 20.8574738246168,0, 0,3.37078432897178, 6.0331914731989,3.78393292277873, 5.59796405506474,5.85758065082424, 9.40529728534653,0, 0,18.306046478613, 31.9640493758923,30.7214329736967, 33.0133193890721,24.6929433258429, 41.199755394215,77.7233683585931, 58.8746102535926,
False,35.0936987814975, 28.9735465487918,11,4.23448675819522, 5.9845414722396,1.71343314053743, 3.81867517974944,20.7244911761418, 23.5037748877962,0, 0,2.19537003745561, 6.50041145579837,3.08296683940826, 5.89209301128568,4.59779037571158, 7.25731268852775,0, 0,32.8773671346453, 28.3473252213414,47.585645115158, 34.5082546562739,31.3316233471273, 41.1037194927806,72.3597645327032, 60.1326394295629,
False,43.6838545066865, 25.8096023208557,11,3.6001241718096, 6.18683142896674,2.52121329750125, 6.90465472684262,17.3300296854383, 13.7503739161659,0, 0,2.9682546698945, 6.17282739775034,2.75653963043219, 5.73542326661372,6.77823913150382, 8.68463057037876,0, 0,50.4374734998829, 27.4553679687712,72.6070624782639, 32.3745292355893,29.7070216166292, 39.4968272675186,39.8492831754054, 58.5280203430694,
False,33.8929363198021, 17.471532624321,9,4.28249653288736, 9.52180156242739,2.54480695522932, 7.26570902004886,17.4921557740982, 13.2772678095117,0, 0,2.81739801295576, 5.52113459775894,3.21836948305447, 5.02115016669308,6.98538466546445, 10.9528637648262,0, 0,54.9365390538249, 25.5468710738712,86.2156918319513, 38.2597487452446,52.3659489370054, 43.1575702112998,96.0074592593427, 66.597334933024,
False,32.955640925777, 15.1885333235992,9,4.66846375434022, 10.2345628112714,2.38036593169494, 4.69650257543042,13.5551898710013, 14.3397385129123,0, 0,4.34563309273097, 6.48010184299462,3.30582724184894, 4.52765832458865,6.07914689998437, 10.6216852744034,0, 0,46.7195995773065, 24.2340555591202,84.9380988672722, 40.0244174254259,66.4723009512464, 42.335090785623,107.612702764572, 71.3148058449707,
False,29.2907540919145, 25.6549499962322,9,5.20985907392118, 8.37403951272973,2.65050113620993, 4.42564452829034,15.2012458301006, 20.4398810186223,0, 0,6.30841583442115, 6.36963262761299,3.46228053752476, 5.34621220594025,6.65099383111817, 10.6469682808497,0, 0,39.8017723104156, 22.7168638377809,98.5493392459919, 41.8835274211614,56.8416202037385, 37.5122349702448,95.9869738674513, 69.9318947950997,
False,20.2160472679502, 25.326083339569,8,5.92951582319987, 6.27732536836891,1.48305026275932, 1.75131909725373,11.1474594545827, 18.3095623148869,0, 0,4.76251532746489, 6.24111092422771,2.80487295103913, 5.31253840853743,5.15388569761252, 10.6416912492232,0, 0,34.1330493506223, 21.8969095890528,106.160676915525, 33.785733498875,45.4729582064319, 40.8407799711757,97.8038708900177, 47.5829060394919,
False,20.8735752763966, 24.0910571468158,11,4.90826549180821, 6.41821154682609,1.77927830931557, 2.60571537629455,21.4644882204146, 19.6819799031667,0, 0,2.72469373295455, 5.90731685985572,3.33900802244645, 5.43496283814348,6.27972062173752, 9.15490543317962,0, 0,38.9324654534238, 20.2814966958217,79.4023735199597, 48.2688770250478,35.8087241010756, 43.5308262294349,67.9299820607515, 50.5148216337359,
False,32.7671153767155, 21.1679079043652,11,3.85422780692075, 7.06463119384938,1.48078861136384, 3.11347770171323,23.6443231656338, 21.264174676363,0, 0,4.48175964935973, 5.77586751959878,4.39183140816331, 5.15827172166835,6.75005301662148, 8.60294519474233,0, 0,32.3019574566597, 24.8034569107792,65.5025273046665, 42.3084936655617,29.9854941261992, 38.5400437702183,56.3399616117007, 48.8288549858764,
True,36.147902949448, 18.6795343389618,11,5.34549797734487, 6.71193307875935,2.38645151852704, 2.98256746862044,15.2943864263798, 18.3755676329712,0, 0,4.1209204579517, 5.97989023785107,3.73527740607517, 5.76364843616575,6.37388201871231, 8.94267506470914,0, 0,38.7662466760507, 25.0853080138306,84.8309966784117, 31.860173797001,32.6878127029786, 30.7939130114092,60.8321515291092, 41.8584701146177,
True,37.5793401010843, 20.5377426488556,8,6.58726752627985, 8.65371718415047,4.17846145125883, 3.44149631404266,14.2762089827929, 19.3574677413477,0, 0,2.51602816230297, 5.61811966521328,2.10648907220296, 5.61640208985635,5.98065252630085, 9.59070420680429,0, 0,36.1758328797889, 23.1479003742161,76.417874356429, 27.877107297658,29.0984940282211, 33.8743668209323,50.497013454132, 40.5796386127288,
True,16.1369545944233, 23.3111750272533,7,5.88194543325196, 10.6111404763028,3.70325871290813, 3.21572700084807,8.10787304421935, 20.6234751259374,0, 0,2.62443402471715, 5.55469505434491,2.34110542799232, 3.98269144110498,7.60114531563605, 10.7840078544478,0, 0,17.6872859200454, 26.9977846439567,21.0524026458706, 27.4005288677681,22.4728364270961, 33.5844665963982,17.5207127040488, 35.4567211810445,
True,12.0579792856987, 13.7700749423152,11,3.68998614873819, 9.48106795361874,2.84749097329061, 3.19958603505758,18.2987791558029, 18.8554755244872,0, 0,3.07364570058403, 5.68746990994764,2.31211035281131, 4.45633870940028,5.74882039068117, 9.53250669427524,0, 0,21.3035419186463, 24.0737404365875,20.9910576051765, 29.0628749593683,16.2760685313196, 26.250342197063,22.5426828677525, 41.9073123440321,
True,14.3492238015742, 22.4687097980382,7,3.11238288578094, 7.86959097779847,2.20115885248912, 2.47049790052407,17.8563257289781, 14.5522877104842,0, 0,3.17017943210261, 5.54438719119756,3.67292626322954, 5.49872461278847,4.6946549550041, 7.32505860944177,0, 0,18.0859159038366, 31.7097133053907,26.5163221157308, 30.5177373131573,14.1780597154901, 34.49742363468,38.6116596930832, 48.0268827202991,
True,10.902932803942, 25.64014608366,6,3.29474527312073, 6.17869877901701,1.86479495138037, 1.92236108470364,11.7280527065771, 18.428181778545,0, 0,3.72236851280055, 7.39832791092995,3.79078755734661, 5.56818094606034,4.84604795957288, 8.22058818038735,0, 0,16.7694096539395, 33.5910113919783,24.5320408633867, 34.3040875647908,21.6035899143226, 40.1721785152125,39.0936919087324, 54.7818112593953,
True,17.3325714719443, 24.2623336038055,6,2.93962324198284, 8.16726802444651,2.06653873794658, 2.85008292349717,7.6239747405535, 11.010527635871,0, 0,3.30098994112014, 6.92320950319378,2.42842609796054, 4.92177707925343,4.65555885048008, 12.523135057142,0, 0,18.3863853707292, 23.1394914587339,26.8821114001361, 33.5748877283023,23.098022661099, 32.7806570767523,35.2114381347501, 54.740138804531,
True,19.5773492403307, 20.8144950438603,9,4.61503830891512, 8.08533066317915,2.0868434773508, 2.88692813468924,10.1122208634834, 16.0067330431599,0, 0,4.01151804813513, 5.76734608955224,3.77611207277995, 4.73433925273767,4.53720586933372, 12.4778278821386,0, 0,23.3783528357046, 22.0806861787043,28.0450465692539, 37.8726517666415,16.627019071538, 35.8870941211966,35.4297539261479, 57.2705604931769,
True,7.69659466846006, 15.2662936569565,7,4.62956809735872, 9.30562735439625,2.04235025454063, 1.82996266710994,11.5399026536537, 16.058051742368,0, 0,4.49030185089234, 5.89163539791354,3.59148948793954, 5.84158532515707,4.29495353263843, 12.2041480097417,0, 0,17.504964440823, 25.7638124539037,22.7738787284636, 30.3396157319221,16.1311033194796, 33.0992798750085,34.6170164517155, 50.1551645627002,
True,9.80410384113404, 17.5206858076051,16,6.88886026850661, 9.00252058072214,2.86930369580248, 2.66016928451604,12.773685746313, 12.8021920780801,0, 0,4.22911600964284, 6.10806006895069,2.58428249152474, 6.69485672742046,6.3120259267569, 12.8508550521313,0, 0,15.697856477263, 34.7598606060787,20.7855931688786, 28.076601186042,21.5307508648007, 31.3043295894082,30.9451586561631, 48.8968803001587,
False,10.5011873316519, 18.5642001723594,16,6.56777552902188, 7.83856201166316,1.85951448266519, 2.01640219710447,14.7682539099275, 20.0111198990611,0, 0,4.90771048499537, 6.81435443345118,2.24691116187027, 6.09289316650465,7.95043964997333, 10.9471597794519,0, 0,18.44473911478, 34.6936910275204,22.4685871684186, 32.9651099393487,17.8666622355649, 37.7470544576182,24.8425743059994, 57.8126545934618,
False,11.8595102509551, 19.2651822833683,9,5.0218286420567, 9.11042368604558,2.25739131274165, 4.06099095735046,16.6474936564574, 14.6322801691096,0, 0,6.64458624131259, 7.00338277128342,2.17805420166665, 5.31200527266063,8.13638945371659, 11.8006917809056,0, 0,17.4604979230796, 25.751225608624,19.3682478413755, 34.319595059681,22.4550640142695, 38.0781107874896,25.9901011609553, 54.8090466550888,
False,10.941785432361, 19.9267818891421,21,5.13060614971066, 9.5218179082974,2.07719135945846, 4.4216384102494,12.0448786185619, 13.375620281118,0, 0,5.53328504955118, 8.02169581473608,2.01211760799302, 4.49198150729123,6.55923407367078, 12.6924820413948,0, 0,13.9723200988252, 20.8208843482838,15.4246766269292, 38.6403107239033,19.5145247999886, 39.6924781460754,22.740155364701, 41.5899047811821,
False,28.5355124264717, 21.389812167052,11,3.97519679752573, 8.09488165019855,1.72918660923913, 2.98583830096771,9.92542971666822, 18.80593309796,0, 0,5.74199134281011, 6.71469898314946,2.14979894975611, 5.99203717057498,7.34270245004336, 11.9110130087626,0, 0,26.5534131493495, 23.2180246482093,33.6372867944601, 40.415567199934,23.0240308504719, 39.4479526322383,25.0806523960513, 48.4013260433137,
False,34.7484050325206, 21.4271418478927,11,4.13417140525727, 6.17054200590024,4.81276353122007, 7.01469556721402,9.65269846589526, 17.9947829346794,0, 0,4.36089602871604, 6.52314284249586,4.67511467616994, 6.45509211917087,7.61219695461405, 9.23391600319378,0.101355053210488, 0.192307692307774,31.9704092389027, 28.7857810985033,32.697181637147, 35.2913290187976,22.1149291417338, 37.7163213764589,29.0677778490038, 55.2033157711193,
False,38.3728245914023, 24.2383831965768,11,2.2959484637734, 8.37295084067478,4.98379503567075, 8.0990233819986,7.92487585381804, 12.1159305989257,0, 0,4.29276458776906, 6.89033281766238,4.65850121307164, 5.82585734813828,7.77172212536524, 10.1915885745961,3.58755660946435, 5.73304463800659,35.8373899330498, 25.6416965720288,51.8995351914404, 28.154383412534,26.6421727294622, 34.1208903991501,46.2859764705394, 48.9477957148973,
False,34.5858258139387, 20.2369438184475,11,5.12420702787795, 9.93305192286943,4.09196436510182, 5.05805597166882,13.069378853224, 10.7236760048239,0, 0,3.10597360342118, 6.29141511407674,3.65424891400515, 5.58727317581885,9.82955996947933, 10.7672538572142,4.33606586730178, 6.70684248448418,33.3658584107101, 25.2780688049006,62.036171358401, 24.4558415246247,26.8829297265059, 31.2577105976533,42.7221329478862, 42.5651469779529,
False,19.745615860449, 19.3405079143257,11,6.46421611029172, 8.71024051587212,2.07440206879341, 2.82073952973566,11.7062454220706, 13.2508974569085,0, 0,2.40415758137154, 5.98818067926952,2.4600747475783, 5.59571412909318,9.89272338097268, 9.1008555111604,3.68028832700062, 3.87523622625945,26.9568639366068, 27.2179628578634,64.3347066085585, 31.8292739569645,33.4140225562493, 35.9745914989114,57.3519660950013, 51.2070541788445,
False,27.9513274224965, 24.5847749271578,11,5.7135918909969, 8.52968280797501,1.13839899209183, 1.95297987735835,15.5123331180156, 17.0553196811824,0, 0,3.40096383507811, 5.80100604309382,2.42714740000271, 4.62378496816932,8.57248709658686, 9.03864573635863,0, 0,28.8709970930932, 30.0244438272874,69.4000459036276, 34.478539997372,35.2486982771316, 41.5948036739092,58.4977231880994, 53.3503678189955,
