AlphaO1, BetaO1, DominantFreqO1, AlphaF3, BetaF3, AlphaF4, BetaF4, AlphaF7, BetaF7, AlphaF8, BetaF8, AlphaAF3, BetaAF3, AlphaAF4, BetaAF4 
85.6786821823654, 80.062825143889,4,7.02044428416383, 8.95603909439768,3.74181437896875, 7.17765016481684,5.73880899000702, 11.2667020256187,4.73610362474427, 2.63756387348228,3.59565094454784, 5.58114490194129,2.72564594517823, 4.87403476388118,
75.9036835001199, 76.8062712996121,5,11.0346923097269, 8.94218410658323,3.80788801733672, 7.37754804522312,5.07749972816017, 10.1970002639164,0.921877704392891, 1.03619297118493,2.96418814824837, 5.36807795429026,2.95955917947069, 5.21607289774423,
65.7406089505167, 73.7715350025832,4,11.755872141813, 13.5230032305704,3.79043565935566, 6.13798961332965,8.51724358547662, 10.972779136543,0, 0,3.01728082488699, 4.62192131175413,4.0565840875734, 6.49013172426364,
51.0552579365405, 60.8985195839905,4,5.77930363695936, 12.3404693928484,3.64472934342553, 6.39980767396452,9.67504066895282, 15.9128129476217,0, 0,3.03296296468266, 5.86278267391214,3.53766625228553, 6.27730825687928,
33.7635839982256, 54.7628456442973,4,5.61030415691197, 9.92895054750982,3.56570821825958, 5.02579448779275,9.49946939561024, 16.3753751081016,0, 0,2.75100772799041, 6.54813247548915,2.8633541520912, 5.92554889421996,
39.251069056547, 36.9968050161718,4,7.19705284401802, 11.9857168613755,2.96481385910867, 4.64912476352696,5.77850552227611, 9.21456592982773,0.101355053210488, 0.192307692307471,2.75271209579025, 5.46148225173941,3.35324200506074, 6.59505323824206,
29.6859957694953, 40.8156126422574,4,6.1397173762225, 12.846993102855,2.83858866261282, 5.31381531979518,5.97458236288522, 8.24130465237291,0.101355053210488, 0.192307692307471,2.21223410349375, 5.49403302131573,3.71929619886635, 6.60692720047831,
14.7642008066094, 37.5450342019921,4,4.07022351367413, 11.7076950996765,4.08869919407377, 6.54446876529053,5.78831809284518, 6.89837136470558,0, 0,3.28639073958412, 5.41977364750963,4.22088072554852, 6.88203992066144,
28.0916582342259, 38.6360161324667,5,3.41040998479072, 9.03656806452081,4.18173010118022, 6.7188488447039,4.11445682483115, 8.7740712542365,0, 0,2.87514965925011, 4.46250758868621,4.51232638782364, 6.38474397007496,
19.9510603237644, 37.4241295704512,4,1.9918950383864, 10.1450985260692,2.99197590131624, 5.72377945616055,4.61487110979034, 10.1748758241384,0.777989650377527, 1.36338647270277,2.80282094494937, 4.5354504464715,5.39713188688669, 5.6542002546436,
15.361818232951, 32.9437367286844,4,3.26695513717072, 9.34638994653054,4.69103121734815, 6.25154096439274,7.23712688001224, 12.9008991766191,2.22235134186406, 2.46159834586432,2.76051165237098, 4.68695565844363,4.3818119005119, 6.81972027202291,
13.888093463025, 26.2832098158638,4,5.46551695311238, 7.01026819428921,4.26644730079097, 6.02562728382592,9.37833001327372, 19.0079644446049,1.94629684799482, 1.99744417697869,2.41750362253729, 4.67537578198659,3.56151380268581, 5.86011394232777,
14.0410768955424, 29.7015559676632,36,7.15975859116157, 12.904550869057,2.37561464777173, 5.71737319490735,11.0770080993221, 19.3159450580834,0.66536862236525, 1.04297736331868,2.73179112280719, 4.29313103152361,2.61824723443668, 5.65607553544304,
16.9954647289887, 23.6856243338062,4,6.50939476186514, 12.9086167822097,2.91693161048487, 5.66741570101809,11.1811309311857, 12.637512433249,0.66536862236525, 1.04297736331868,2.39278667680737, 4.77382181307489,1.81011471305295, 6.21158578446584,
21.4488950254482, 24.6495116982484,11,5.38007121469089, 11.7309352314664,3.98836051223389, 5.46321107570733,9.95444648148653, 12.1143004497595,0, 0,3.04353853624807, 5.30782009590826,2.25464139279541, 5.90415754484991,
