AlphaO1, BetaO1, DominantFreqO1, AlphaF3, BetaF3, AlphaF4, BetaF4, AlphaF7, BetaF7, AlphaF8, BetaF8, AlphaAF3, BetaAF3, AlphaAF4, BetaAF4 
123.643106316851, 115.393689923983,4,10.8462010233152, 10.4543975409818,8.01713529367484, 7.40607472635959,5.63908871560246, 8.06679926340505,0, 0,11.1412793404764, 9.80920075977104,5.08779534831217, 5.25636683489791,
110.165296500595, 115.870602798179,4,9.48665373408673, 13.3353427979694,7.70726051122134, 8.20519463326454,6.21147067789361, 9.96377022253334,0, 0,6.58701400731569, 10.5699159630336,4.54421567891226, 3.57997106458279,
86.3406514470947, 123.54096457987,4,19.7571939413089, 29.0557294145778,7.03231784656309, 7.61639375315066,4.23346514739513, 7.74015556368279,0, 0,11.372217905569, 10.1266044422146,7.91796927124922, 6.79090337054992,
90.3556224353943, 81.6363457236841,4,18.8077559335591, 31.521497847754,9.13182515482984, 7.2355435082237,5.50120564606474, 7.19236391744721,0, 0,13.0269510700961, 10.1777255931951,4.62969700564605, 6.87154778052274,
60.1780723219318, 67.4327061585726,4,24.7716188445247, 18.4629733455515,9.01170043127817, 7.09665975703423,5.91741513348323, 6.85329522821469,0, 0,11.9856238141325, 9.81703601785119,2.85414469712879, 6.17581567872737,
41.7865963901296, 50.7243496826356,5,28.5112782741106, 24.2327030970744,6.90700079366787, 8.03858056009721,5.23836253314616, 8.56404299964051,0, 0,10.0971545533918, 8.89183838551746,3.71345983981653, 5.74095550173589,
51.9146882730521, 63.4665040437247,7,29.1983653981514, 21.1984022807699,3.98522293268973, 6.26614693572933,6.54079183965002, 9.31546875238493,0, 0,8.9687963453039, 8.0573553026167,2.98910813396992, 5.16918141800674,
146.456709506111, 114.801165762543,5,40.7612538299468, 47.1072317221687,5.11720023485755, 7.48865695836364,18.0924354339643, 18.6035561999928,0, 0,22.9002415055305, 18.15538030743,2.69151166186504, 5.68224364648041,
119.308806357735, 122.331727595516,14,39.0567860229628, 53.1941037771572,9.21100278496881, 13.4950665752787,22.2036271759628, 20.7547774490577,0, 0,21.4855886493953, 20.3660211163689,4.77378326238649, 8.11378805963656,
26.7607035862136, 43.5016343918311,4,17.9608707440805, 30.3179033584882,8.99180780719284, 13.3746656106422,10.8842391853079, 11.7107531798081,0, 0,11.9425003618291, 11.0976573177616,4.27194659341798, 7.9951414760589,
47.7280474310505, 59.5720565155372,4,19.0843399445367, 18.8462066672445,7.58002605726421, 10.5739701901642,5.28512323112606, 10.5341120644195,0, 0,7.78176198714969, 6.81759095955535,4.51638213028587, 6.91413154969156,
52.6148444441593, 56.9844971535134,4,16.4122449194505, 17.3093894367896,7.90714625809436, 11.1885977858917,12.3674183933906, 13.278636929221,0, 0,8.65941904554915, 7.74821652373325,5.09927195004892, 7.13562264179606,
37.3208167806181, 48.1724865844817,4,41.3356400206278, 26.5523164645202,6.63903115106933, 8.86630705004825,10.0708184003232, 13.2976025783027,0, 0,10.047212584451, 9.42183258399259,3.77433463163489, 7.11701903211576,
33.8778473004298, 45.9073825338881,7,93.5815270248383, 77.3246907208707,9.43871855905648, 10.9966817510825,8.09396535695189, 11.5513204457616,0, 0,14.5127947096652, 13.5622691038834,4.33943742234004, 7.35443068916629,
49.4442043013895, 39.8547013698306,8,88.4928305535605, 63.5594764588031,12.1513979559178, 11.4258782333232,13.082631732539, 16.9749650856937,2.43298695781346, 4.1430439139697,36.6426477810829, 36.5455354329129,6.78500091978409, 9.50555798027947,
