OpenEye, AlphaO1, BetaO1, DominantFreqO1, AlphaF3, BetaF3, AlphaF4, BetaF4, AlphaF7, BetaF7, AlphaF8, BetaF8, AlphaAF3, BetaAF3, AlphaAF4, BetaAF4, AlphaFC5, BetaFC5, AlphaFC6, BetaFC6, AlphaP7, BetaP7, AlphaP8, BetaP8, AlphaT7, BetaT7, AlphaT8, BetaT8 
True,34.791681895704, 44.3172077925922,11,4.36135383702225, 7.60258187981055,6.67304865655182, 8.01201686893309,13.5858678790272, 19.9158960141301,0, 0,3.03960600285753, 4.87617108797973,3.01789854722207, 5.38541769729241,6.74666039015519, 9.03895601890952,5.72469057821819, 7.32173680249841,35.872722666072, 26.0468451864907,57.4471819477822, 34.8470790744648,18.665736620046, 32.3211592667485,50.9873442259945, 42.0252100660252,
True,28.9416585235711, 41.1065876720679,11,3.12160689963913, 8.45392173909609,4.3692136237391, 8.82887561936164,12.4060540180569, 35.3563415579779,0, 0,3.64251625445299, 6.45955072150904,3.33661605203348, 4.55952323726631,4.1587094262876, 6.55449759007102,8.66907246663256, 7.20133412207989,23.0870707466113, 23.4571338208353,44.3005913965272, 32.6903284953295,22.9863470345856, 33.0971513014386,32.7104857395578, 44.0772714955649,
True,21.8376471691284, 40.9220388209194,6,3.49879920591019, 7.16585394142488,5.46632519163502, 8.83095698888217,19.7032123311651, 26.1421477052011,0, 0,4.06327430247165, 5.68647517118475,3.16603985256293, 4.78996905923472,2.21215240227816, 6.2619098955239,8.63930906587137, 5.69119008534728,53.610535975898, 66.3194629608848,26.3734145694435, 27.7729958294198,22.5796151924849, 29.8317211232093,33.742706567708, 37.1947746142241,
True,21.3217627682509, 32.694440065345,4,2.6867961875012, 7.09176584418223,6.66879991554904, 10.1853097240124,16.7572682850706, 18.5850704916447,0, 0,3.65690181237206, 4.69390584701859,1.89085427669166, 5.92320970011956,3.23548812239313, 5.6799886527656,2.85204858239083, 4.88409700726915,29.572591826564, 26.1393786354793,22.1232018077763, 24.9594298676734,22.5073471911099, 23.8347789982039,26.2119800132388, 41.354763307097,
True,22.6433278223519, 37.3216760851736,9,3.77122869854828, 8.97410810193337,4.90981801591493, 9.96334882429362,12.7258923018654, 20.5329795686392,0, 0,4.41036465465704, 5.41666273093152,3.52545798048885, 5.19310706307965,3.904093019556, 8.8811582690966,3.26319430526331, 4.13432507258774,40.5790904526257, 46.4326169715534,20.7961728840417, 23.238691283478,20.9613133253692, 24.1392036819806,28.2275240635838, 42.7540987418381,
True,25.9409480858333, 34.258288256106,11,4.86300918828699, 7.33901290747447,3.29459442531226, 8.89501124924616,15.399866080805, 20.9243315616521,0, 0,3.12622006138403, 6.9286860906381,2.56932897776875, 5.22523113036714,3.66553949337603, 8.62466717593727,3.5218376239221, 2.33308882066,44.1615224517736, 30.872143172948,30.4945262719763, 28.5765467824163,18.867604883194, 25.5246876216496,44.0278193648089, 43.0632517810004,
True,21.2274082244782, 32.6241908058351,6,6.62517215671692, 6.93500121325288,3.90179229054645, 10.0261015896381,19.319792256855, 18.829471085864,0, 0,2.45339002251049, 6.90126186101865,2.09807821265765, 5.65704314608924,3.02732578744146, 6.78897583184766,3.84014928719502, 4.07676071199034,22.8624860958704, 19.3519722495987,30.7175522605254, 30.5031385774785,23.5979032987411, 21.9925607684205,38.4967867147857, 42.0229279983124,
True,17.4168270242129, 33.5884902175835,19,6.65786316474518, 7.38753682391758,3.93058858433528, 8.38013005728348,13.4483696156882, 15.7784052231852,0, 0,3.58908688329599, 6.61560676336386,2.51413431754653, 5.46720234627319,3.78116268117739, 7.55016958688279,3.74559451358167, 4.54803591126498,14.6000895021271, 19.5894151979073,20.0984163334542, 26.4307551853414,16.9340291258931, 22.9521793150174,28.1182429303051, 40.3124132469131,
True,22.5652829569474, 28.2998051319357,36,3.94026213931029, 8.15542696973006,3.80272434625609, 7.88971650648215,17.9696473806544, 15.5343611289648,0, 0,3.03799720073552, 6.20826757480028,2.74516716685165, 5.98306650074015,2.72432313079133, 6.33633969143047,4.39208040398509, 7.25345972022171,19.877079110935, 22.0107697173192,22.5675044417463, 29.6642006756321,21.6262773744098, 32.6889132635429,32.8153782318831, 50.5786425868016,
True,22.7486103147334, 28.79068683211,6,4.66568868573749, 8.6568425212916,4.39027519864472, 9.9871449483695,27.2045939569826, 23.2732936803864,0, 0,2.49167062195155, 5.66061585094803,3.61620447904567, 6.28322500268326,4.49876216427584, 6.95441920102143,6.61587496291425, 8.94219866868826,16.6187946332792, 22.158161311643,18.7308836866735, 36.1587286887623,19.2596170175693, 35.1085468984097,27.7590395022767, 50.522522548052,
False,24.2679473633319, 30.1470641186938,6,4.98959045207816, 7.85984744429203,3.72993970772801, 10.8191487643637,22.7963322648854, 16.484322462926,0, 0,3.60409648455396, 6.04659478873476,3.49052731007916, 5.51265336273245,5.37341818094596, 5.057448556782,4.24949447324188, 9.18280956459519,18.3546319672116, 22.8486912020212,18.6513292573519, 35.1092334215824,12.6102201151061, 24.9627409943188,30.2749045442289, 44.4876774920988,
False,27.1183595963713, 38.2909409411537,11,3.56281258679917, 7.58970547689868,4.8085377320499, 9.04214635637196,15.8576198883718, 14.6948981504712,0, 0,2.52724416506409, 6.96018679160043,2.1974437255947, 5.56357319091261,3.21652245090955, 4.55282890063372,5.84369079725187, 9.82583770078523,19.2693656947592, 20.7176376270009,16.2827299910007, 27.3267958392138,14.5546100170308, 24.5067566665392,23.0002851803226, 38.4778426176729,
False,28.3053533864358, 45.0238174494564,11,3.42788415690283, 7.4737777491663,5.2347855688934, 8.92744149396111,10.7055956977514, 16.2517955680572,0, 0,3.19936774753834, 6.410054202692,2.8018756862453, 4.56488229325304,2.64214459135758, 5.89321133909441,8.30125555708577, 10.7198087821463,16.6656190841539, 21.8535112380279,25.7523417303788, 38.3056854917242,16.3143286155648, 27.0897153901854,31.4495447036313, 53.1221178851944,
False,42.8107477709511, 46.2635246545052,11,3.9555931485956, 7.44524523265224,5.16405044403657, 9.24501752670957,13.736566488858, 16.6634261551398,0, 0,3.4502971732975, 6.2712408318077,2.93665986930084, 5.92838852090571,3.46946223778432, 6.62398181307602,5.02692797411185, 6.48959426583292,29.0869507429911, 26.2103922324323,50.5621307057857, 35.5638076006543,20.4324519868156, 29.3238604040884,37.1877758197327, 48.8597150887839,
False,55.9488038436133, 32.3135793095307,11,4.39516554236744, 7.85160931892473,8.5714295338259, 10.9527349642835,10.0389500161896, 11.8803054160793,0, 0,3.68461514666012, 6.11987931796495,3.01877312429835, 6.12814309110956,4.16301188083997, 6.27032648459184,4.61183578972339, 3.91612805390232,47.3731541372825, 28.7994150789227,71.6992838219114, 34.0150024012969,26.3632380398995, 34.4759531935105,39.9733701051865, 46.4510758281089,
False,49.6979033271376, 31.8925060407092,11,3.66915544384926, 8.52715113276324,7.4645899514633, 10.961136266946,10.3854638735486, 13.0856046296319,0, 0,3.7816609815599, 7.06893292735499,2.66769282970121, 4.37928551946128,4.34556130613611, 7.1442345889603,6.22085791772796, 8.44786120428153,58.0173875772143, 24.756175439831,79.5897044873271, 38.8926622203574,37.894117262341, 35.4751243346566,54.5129840507887, 55.5879264068259,
False,42.9625439819788, 36.5715468721566,10,4.00997516478036, 9.13929868634021,7.85789273101983, 10.8732960476322,29.5100190837483, 19.0268593574905,0, 0,4.29240771014535, 7.64672184979968,2.19693142082093, 3.92038895082802,3.94095556887474, 7.23375375898246,4.4148728223466, 7.30937689849375,42.5496286087132, 23.9353426821618,54.9649493090312, 48.9395950060239,28.6392639666497, 32.8900174757523,62.610516197196, 55.1914748939173,
False,42.4950486234713, 33.5884455403413,10,5.01600897625473, 7.50863336700658,8.48794246091169, 10.2882706202533,17.4630436962155, 32.9276561128697,0, 0,3.41121019810315, 6.8107344192805,1.686302354708, 4.00291501656441,6.05708627832813, 7.96412437190686,8.07272841730937, 7.46753139765433,38.4051740512636, 22.5224102153233,80.9235846071489, 33.8703366658286,32.9397596842287, 24.3506173635681,74.03180852816, 49.7112062142448,
False,41.4913666917875, 29.9509872291546,11,4.4498364814924, 7.50896509280781,3.34206347404911, 8.1533973397711,23.0114160900474, 24.3935921911148,0, 0,2.96828290070203, 7.04021099097034,2.87192460954878, 4.83622158945346,7.1908532674797, 9.02392270708428,8.10368788938362, 10.5283445217312,34.7970784616721, 16.9321023999257,72.4913811397012, 33.4441486626447,27.6176345010997, 21.9178223183009,61.2766255677579, 44.7697944790882,
False,35.1631321924786, 32.9337226622315,11,4.42827533704935, 7.3916948366943,4.10817182033805, 8.98531931278854,39.4666083374431, 49.7815718212931,0, 0,3.09851513886627, 6.08199176007116,2.66827931890914, 5.99287432988405,6.18572135234344, 7.79996826326384,4.95257299356591, 7.32492383687409,33.648181025807, 18.8556159279115,64.0642356595314, 35.6815009916041,21.9906119143671, 27.1718524072229,37.7775171510765, 48.2131091594487,
True,34.931021296618, 23.8809310738811,10,4.30199450996626, 8.03997177315475,5.86584767599167, 11.9842495262126,38.2535582309011, 53.3846409049877,0, 0,3.7197089002446, 5.30210058189587,2.53773836437143, 6.4014981048183,4.25475400164437, 6.56110755386447,1.76150728440928, 3.80725184604116,33.8562850341737, 19.6017472402811,67.353185242269, 36.5091256708393,37.1559204864581, 22.6885075794542,55.3058776705672, 43.9638160329754,
True,28.3748294264459, 22.9364844193562,11,4.66351266264108, 8.17763784829346,6.72308675880119, 12.6540736571481,29.6994689938555, 62.3177642613723,0, 0,3.84628969154928, 5.27125077429965,2.44262583736299, 5.56377380291321,2.52840156315348, 4.87372087809174,4.96656904679308, 5.84132369074196,21.487754749119, 18.816867381149,45.8281853901719, 31.181949341328,34.8881863082817, 21.6316095420326,47.4532290106946, 41.072141838958,
True,18.5126345585338, 33.8889183182561,4,5.02403181704982, 6.8539712278031,9.45766406781486, 11.2500836243275,28.9163918848319, 56.3683349318456,0, 0,3.59846295339862, 6.09176103244737,4.35394340091751, 5.22152224695948,4.63167161165733, 6.2419266512623,5.38716746281489, 5.02892021319131,16.3139067980693, 24.0570606411592,24.4410638168663, 31.2887278690925,18.8397485298921, 30.5323331204044,32.8704182562454, 40.6548506862242,
True,22.6163127222269, 29.5919538585963,22,3.34508906726697, 6.31369922740467,6.9243842824738, 9.46029634693351,17.1228120129576, 21.906824344343,0, 0,3.27319025524004, 6.56498568701532,4.32628884897737, 3.83560902109837,4.65722629594923, 7.46861405327507,0, 0,15.8066860720296, 25.0775858007864,21.7854238467912, 28.3179266698986,14.7320514561066, 28.5662150982437,30.1012489941385, 41.1500685816627,
True,22.1480464110325, 30.2932494350735,9,3.85135690369285, 6.52182447114336,6.40328922465029, 11.8346207625104,18.2953435358971, 22.3151262259392,0, 0,2.66782460076459, 5.77431590754333,2.10321206943925, 5.68434783545711,3.64717894743401, 7.68884651751367,3.80373272481547, 2.34571419941272,14.258809521193, 20.8711529748366,25.593441912268, 33.8392984645273,18.3034832936028, 25.9815321852015,42.2815297210303, 54.9085301907887,
True,30.4597501386188, 32.2676938390701,12,4.46965922712045, 7.9507512785643,6.53260461552274, 13.2051288215146,15.0174432795399, 22.1231609836559,0, 0,3.44165942880782, 5.23057096807523,3.51052835043726, 6.1115309659264,4.0260325264307, 7.61368653252485,5.90675819997524, 5.66053121257316,19.5340766996419, 19.5952736785013,34.9277856254216, 34.3692301820133,22.3643259623497, 31.4991112500442,45.9157305015414, 47.282741833787,
True,22.3057485492036, 36.7426248969899,23,5.25744878260905, 9.21240454254936,5.50998884554277, 13.7637753287554,12.8482223181249, 11.5234434222152,0, 0,4.80903086445269, 5.92616753375872,3.41925792100673, 4.57676808889994,3.61382133031661, 7.93327374539959,6.63458322018782, 5.8778623865874,11.8144043781768, 26.7852280123515,21.4040144264189, 32.9094665852016,17.9785402199637, 33.7581395998071,24.9875516939762, 29.9211212566768,
True,9.98997171978999, 41.1658092046917,15,3.62315498194626, 8.01014473212528,7.51204604448368, 13.9522134538489,10.7593510042994, 12.2522961252675,0, 0,4.29801601187465, 6.45839099930249,2.62721023618966, 4.56450224658153,3.9690432507268, 8.75181275970795,4.32493144347101, 3.34769809207174,18.4884668003595, 27.8968978513361,22.9918563446011, 29.6227789987282,19.5380814940406, 35.5221249664847,35.4428129803914, 38.1465088440703,
True,16.3853889846066, 34.5506306276344,31,1.95826205017868, 6.77570170584221,6.89811641326398, 13.2704735592312,9.40368340055114, 15.9851528360668,0, 0,3.46137321345816, 6.65884625575695,2.75209341932835, 4.77202146136379,4.50691246237054, 8.49406367293456,4.79467714152355, 6.58651464348808,17.7200036342951, 24.2079149246719,22.8634986692674, 28.1869074265881,12.3113241725046, 23.3165112365887,23.0186815596583, 47.3416445994096,
True,16.3206311418771, 33.538550822408,29,3.83013350666482, 6.9377362990594,5.80822677414897, 11.2501046281535,24.8157166636135, 19.2580260416853,0, 0,3.67124386254918, 6.08564021789256,3.42956302627073, 5.37484536092927,3.22251673097854, 9.19403981344202,4.8873187748682, 7.39016176017952,22.1324617328384, 19.8240525057143,22.6333749113008, 34.8267733650139,24.7752726475156, 27.859233433709,19.6092163608903, 40.8923124667992,
False,21.0724840826436, 34.422759455999,16,4.29559219584364, 6.12030620206378,6.62396069637508, 12.0364787823886,26.1963724341729, 18.7711139670295,0, 0,3.80369885251112, 6.23138682120784,3.53336255069743, 4.45655571813867,2.59223158562762, 8.66650893463446,3.18308857117221, 3.91035093937688,25.9169677362534, 27.248022100726,28.6049839178758, 33.0767920536896,24.3601414760969, 30.6976967446631,42.4666617648227, 44.2026134235674,
False,35.0754858388125, 34.7110559134149,9,4.537370670216, 8.89976771654971,8.27207998991167, 11.7115119874405,12.7077207882935, 15.4140946574759,0, 0,3.57535614431969, 7.12168656886775,3.33314554842318, 4.59739872278338,2.84723813186729, 7.77034067133354,2.72731714531134, 4.58233984423901,27.3899954902872, 22.3709006844301,36.729401700448, 36.2556139230127,21.7640584578796, 25.7910480181847,46.5922716975126, 45.4422524470093,
False,30.0806348256275, 36.1602553473254,9,5.32028825691802, 9.58302086137885,7.09475761591315, 12.4026377424834,9.75615458839813, 12.7479641400141,0, 0,3.48112243371742, 6.43995277191995,4.32981262728055, 5.47269072298961,1.65394689742754, 7.50059603018599,3.85091441545202, 5.85669466198733,28.0699435066024, 19.8033225388251,45.6001995348647, 42.7499935052225,31.052501445079, 28.6225750189131,69.7122267749125, 51.5197406567619,
False,35.0653029951178, 31.632845270471,10,5.23658865108299, 8.46796158994057,6.28252398533908, 12.8293507111336,7.48827912965511, 12.0765297209959,0, 0,1.99637088952154, 6.48129577972237,2.70017072692864, 5.98700937722424,2.64836578255591, 6.41507953897837,3.15689610114953, 3.62530044884425,29.4979911804281, 19.7310193535043,45.703130951714, 41.6600455769312,26.343673838697, 31.0042299692386,76.9380430749522, 51.5383448921788,
False,37.2713385062753, 24.5692512359816,11,3.95579380474797, 7.58689310905888,6.91425434009263, 14.1854639327539,7.68336723305542, 12.0115853577866,0, 0,2.45793143879623, 6.52140979106962,3.03522729431744, 4.68677748532548,3.87790297503402, 7.03186599380409,1.18096327930309, 2.11536396034747,27.1874665737728, 24.1164076881721,45.1037039410955, 35.6781558643737,21.3374696978169, 37.0406756483707,40.4350659444946, 49.407015922386,
False,41.392293033587, 27.1925628365104,11,3.90336700890518, 8.61481481463136,6.24523405068911, 11.5494560926461,5.46877701057681, 12.7134638125504,0, 0,2.16332558694256, 5.4071289989245,3.38393506531196, 4.48072621902812,4.59060632399154, 6.5054358520602,2.67661192760851, 3.87090142295456,38.080357964899, 23.5101329538598,57.0563585394273, 35.1404277310773,27.8382892049327, 32.9320660603094,38.2285614496674, 38.3338907645043,
False,39.5788439718563, 26.7214182681124,11,5.31405789757292, 8.02018315825701,5.83495514188228, 8.47848602091495,3.90308235932425, 11.6734247316903,0, 0,2.24242037089409, 5.20716064222291,3.2501740403322, 5.38909742035327,4.32525160462813, 6.45332279272345,6.06540153955801, 9.06608260349574,33.0701241736409, 24.5220358184697,58.2724787107349, 37.9473674118667,27.3571730818883, 31.4929263129918,41.9906403754334, 42.5212186290102,
False,41.0269770082213, 28.3976711658335,11,5.26849171112882, 8.00057291177889,6.70002126707547, 9.8871685693139,4.88034818215676, 9.49476727416076,0, 0,2.93857463627161, 5.51056400158998,3.22449530582216, 4.582674276368,4.24590598583492, 7.29943527914847,6.1206696894431, 9.58693147853091,38.4740032874904, 24.3725520411383,74.0370319025496, 40.5478190168038,25.0355356972265, 29.6570572767103,57.097403802305, 39.8904730572988,
False,45.8534209252568, 26.6519448190202,11,3.16516764550955, 8.62121223375299,5.60247606342546, 12.4166821828433,8.61530344945793, 15.6119560790646,0, 0,2.38262132527122, 5.67125567494396,2.97920863983243, 4.2399650033938,3.32648404701718, 6.33675308154462,9.86060053035972, 7.69745614517221,49.9119531343623, 23.2921017086642,78.6592433869212, 40.2192862875121,23.7921489250642, 32.0967731528478,50.7117008052148, 41.190539782442,
False,46.6185462434941, 29.072671713378,11,4.76070693677223, 9.79556184484261,5.73465414453952, 13.5564966598338,13.9008330178917, 21.5845179107523,0, 0,2.34211476650905, 6.37430117823687,2.57481648139713, 4.92975643552893,3.18429623141813, 6.78272257007601,8.37407681706051, 8.50168623214238,44.4983905626784, 27.4015680069036,66.6436597913704, 37.4144598653151,30.3479934586267, 29.32590159078,36.248009435835, 43.4359122175126,
