AlphaO1, BetaO1, DominantFreqO1, AlphaF3, BetaF3, AlphaF4, BetaF4, AlphaF7, BetaF7, AlphaF8, BetaF8, AlphaAF3, BetaAF3, AlphaAF4, BetaAF4 
36.7744669388801, 44.8383640977909,9,8.95825476275374, 10.7096989532105,4.95363199715795, 7.84572429311613,2.83801339031233, 5.08214830031593,6.71131112787628, 8.18295197328104,4.32300267931144, 4.72539016335816,2.85249261008342, 5.21961046061867,
24.9251027193179, 54.394813636077,5,29.601714592695, 32.8295986270218,39.0471756565147, 37.0249466491111,8.43753728812622, 11.9081716671241,19.8414877012935, 19.7993909360777,18.8561091048826, 26.869606234188,50.7855524964565, 45.6800533107459,
20.0072532592463, 42.7392361414328,4,29.0370477215308, 33.598462091181,40.0048735682641, 64.1539526549014,9.62787167610616, 12.6137626263672,18.759958579899, 31.0047146056026,23.6029095301803, 26.3551918007624,50.1632284381166, 78.9872899769103,
29.3956571137446, 37.8096576014567,4,10.0224574037149, 10.990396177577,20.7320038240378, 45.4155353282027,3.13109412983315, 6.21421097748828,11.5235720065425, 23.1405581336289,9.8437692380138, 10.9971939820385,24.1296541091368, 52.7235207041857,
22.6232653799055, 39.0595602073576,4,5.94247141881124, 8.45141895251809,4.21055701184591, 11.5279875347643,3.88567126788368, 8.54818449378521,4.84033289451411, 12.6289693173904,2.06731024595083, 4.00429089241214,3.21652241931415, 4.88098888037689,
22.2576791184437, 31.6963744661068,4,6.47444094866288, 8.07507615268779,2.44059238037753, 9.80341248890965,6.10993647187385, 11.0526423845946,6.37114567623105, 9.02706509568722,2.00632863643324, 4.44006030363841,3.2130935222842, 5.93207648566652,
22.1492543424162, 27.6649932604315,4,3.91073111438264, 9.88416692861994,4.85269516892678, 9.58454563689228,5.98481123090878, 10.5688859083987,6.92298095735802, 8.55659335316266,2.56059868065288, 4.30307163650256,2.32066928648943, 6.20038596049262,
26.7633334340367, 36.8540766401427,7,5.45399561623698, 11.426926743384,7.58945512416186, 9.15408022420425,6.0905428584567, 10.9517591522874,3.53073562117912, 8.27526328179536,2.06587968779459, 3.02333121596721,3.55170864494522, 6.16742214024458,
30.7414283469749, 37.9193634570519,5,5.83151422229492, 11.237151259359,10.4612085527192, 10.0851239060881,8.03501185660899, 10.6753619386313,3.89802719139577, 8.11251220418408,2.56603254962615, 3.00107798388595,3.40306316176754, 5.48088335122739,
25.582554789579, 27.2680438277661,5,6.35364281004294, 10.301027871475,8.89815907195864, 11.7603002003767,6.87465775861089, 11.3112739910241,6.99771056804906, 8.50109975423155,3.41062298112822, 4.23805316435803,1.97359861155092, 3.96087123898989,
