COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,DateTime
42,0,0,4165.64102564103,3985.12820512821,4205.12820512821,4310.25641025641,4118.97435897436,4607.69230769231,4379.48717948718,4317.94871794872,4396.41025641026,4523.07692307692,4365.12820512821,3998.46153846154,4099.48717948718,4506.15384615385,1663,1689,22.427,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
43,0,0,4167.69230769231,3986.66666666667,4205.12820512821,4312.82051282051,4125.12820512821,4612.82051282051,4384.10256410256,4317.94871794872,4396.92307692308,4527.17948717949,4365.12820512821,3998.46153846154,4099.48717948718,4506.15384615385,1664,1689,22.437,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
44,0,0,4171.79487179487,3985.64102564103,4206.15384615385,4311.28205128205,4123.07692307692,4615.89743589744,4382.5641025641,4317.94871794872,4394.35897435897,4536.41025641026,4365.12820512821,4001.02564102564,4099.48717948718,4506.15384615385,1664,1689,22.447,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
45,0,0,4169.23076923077,3980,4205.12820512821,4311.79487179487,4120.51282051282,4615.89743589744,4382.5641025641,4317.94871794872,4398.97435897436,4544.10256410256,4365.12820512821,4004.10256410256,4099.48717948718,4505.12820512821,1665,1690,22.447,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
46,0,0,4164.61538461538,3973.84615384615,4204.10256410256,4314.35897435897,4134.8717948718,4616.92307692308,4387.17948717949,4317.94871794872,4410.25641025641,4552.82051282051,4365.12820512821,4002.05128205128,4099.48717948718,4504.10256410256,1665,1689,22.457,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
47,0,0,4166.15384615385,3972.82051282051,4205.12820512821,4313.84615384615,4138.46153846154,4611.79487179487,4383.58974358974,4317.94871794872,4415.89743589744,4549.23076923077,4365.12820512821,3998.97435897436,4099.48717948718,4504.61538461538,1664,1692,22.467,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
48,0,0,4170.76923076923,3972.30769230769,4207.17948717949,4312.30769230769,4116.92307692308,4598.97435897436,4373.33333333333,4317.94871794872,4407.69230769231,4536.41025641026,4365.12820512821,4000.51282051282,4099.48717948718,4506.66666666667,1666,1690,22.477,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
49,0,0,4170.76923076923,3970.25641025641,4207.69230769231,4311.79487179487,4101.53846153846,4596.92307692308,4373.33333333333,4317.94871794872,4397.4358974359,4542.05128205128,4365.12820512821,4003.07692307692,4099.48717948718,4507.17948717949,1665,1690,22.487,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
50,0,0,4167.17948717949,3972.30769230769,4207.17948717949,4310.76923076923,4110.25641025641,4605.12820512821,4380,4317.94871794872,4400,4550.76923076923,4365.12820512821,4002.05128205128,4099.48717948718,4506.15384615385,1665,1689,22.497,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
51,0,0,4169.23076923077,3973.33333333333,4207.17948717949,4306.66666666667,4120.51282051282,4601.53846153846,4376.92307692308,4317.94871794872,4405.12820512821,4538.46153846154,4365.12820512821,3998.46153846154,4099.48717948718,4505.64102564103,1665,1689,22.497,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
52,0,0,4171.79487179487,3972.30769230769,4208.20512820513,4307.69230769231,4120.51282051282,4595.89743589744,4370.25641025641,4317.94871794872,4402.5641025641,4534.8717948718,4365.12820512821,3996.41025641026,4099.48717948718,4506.66666666667,1665,1690,22.507,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
53,0,0,4169.74358974359,3973.84615384615,4208.20512820513,4311.79487179487,4118.46153846154,4603.58974358974,4373.84615384615,4317.94871794872,4398.46153846154,4542.05128205128,4365.12820512821,3997.4358974359,4099.48717948718,4506.15384615385,1664,1690,22.507,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
54,0,0,4170.76923076923,3980,4205.64102564103,4311.28205128205,4120,4608.20512820513,4383.07692307692,4317.94871794872,4400,4537.4358974359,4365.12820512821,3997.94871794872,4099.48717948718,4504.61538461538,1664,1689,22.517,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
55,0,0,4170.76923076923,3982.5641025641,4206.15384615385,4310.25641025641,4121.53846153846,4603.58974358974,4383.58974358974,4317.94871794872,4402.05128205128,4535.89743589744,4365.12820512821,3996.41025641026,4099.48717948718,4507.17948717949,1663,1689,22.527,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
56,0,0,4169.23076923077,3977.94871794872,4207.17948717949,4313.33333333333,4109.23076923077,4599.48717948718,4374.8717948718,4317.94871794872,4397.4358974359,4537.94871794872,4365.12820512821,3996.41025641026,4099.48717948718,4508.71794871795,1664,1689,22.537,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
57,0,0,4173.33333333333,3976.92307692308,4207.69230769231,4313.84615384615,4100,4598.46153846154,4369.74358974359,4317.94871794872,4385.64102564103,4527.69230769231,4365.12820512821,3996.92307692308,4099.48717948718,4506.15384615385,1663,1690,22.547,22.073657989502,0,0,0,0,2/23/2015 12:00:58 PM,
