COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
112,0,0,4165.64102564103,4008.71794871795,4212.30769230769,4314.8717948718,4123.58974358974,4622.5641025641,4407.17948717949,4320.51282051282,4412.30769230769,4541.53846153846,4371.28205128205,3988.20512820513,4095.38461538462,4508.71794871795,1665,1692,0.19,0.0312768779695034,0,0,0,0,
113,0,0,4165.12820512821,4012.82051282051,4211.79487179487,4314.8717948718,4121.53846153846,4624.10256410256,4404.10256410256,4320.51282051282,4409.23076923077,4538.97435897436,4371.28205128205,3990.25641025641,4097.4358974359,4511.28205128205,1666,1691,0.198,0.0312768779695034,0,0,0,0,
114,0,0,4166.15384615385,4010.76923076923,4211.79487179487,4313.33333333333,4121.53846153846,4624.61538461538,4403.07692307692,4321.53846153846,4407.69230769231,4541.02564102564,4374.35897435897,3987.17948717949,4099.48717948718,4512.82051282051,1665,1691,0.206,0.0312768779695034,0,0,0,0,
115,0,0,4167.17948717949,4010.25641025641,4211.79487179487,4312.82051282051,4124.10256410256,4621.53846153846,4406.15384615385,4321.53846153846,4409.74358974359,4546.66666666667,4373.84615384615,3984.61538461539,4095.38461538462,4510.25641025641,1665,1691,0.214,0.0312768779695034,0,0,0,0,
116,0,0,4167.17948717949,4011.79487179487,4215.89743589744,4313.84615384615,4124.61538461538,4618.97435897436,4405.64102564103,4315.89743589744,4407.69230769231,4545.12820512821,4372.30769230769,3989.23076923077,4094.8717948718,4514.35897435897,1666,1691,0.221,0.0312768779695034,0,0,0,0,
117,0,0,4167.69230769231,4011.79487179487,4213.33333333333,4313.84615384615,4123.07692307692,4622.5641025641,4404.61538461538,4318.97435897436,4407.69230769231,4542.5641025641,4371.79487179487,3989.23076923077,4098.97435897436,4513.84615384615,1664,1692,0.23,0.0312768779695034,0,0,0,0,
118,0,0,4168.71794871795,4010.25641025641,4208.20512820513,4313.33333333333,4122.05128205128,4624.10256410256,4402.05128205128,4321.02564102564,4410.25641025641,4543.58974358974,4371.79487179487,3987.69230769231,4098.97435897436,4508.71794871795,1666,1691,0.238,0.0312768779695034,0,0,0,0,
119,0,0,4166.66666666667,4008.71794871795,4207.69230769231,4314.8717948718,4124.10256410256,4621.02564102564,4403.07692307692,4317.94871794872,4410.25641025641,4544.61538461538,4370.25641025641,3988.71794871795,4096.41025641026,4510.76923076923,1665,1692,0.247,0.0312768779695034,0,0,0,0,
120,0,0,4163.58974358974,4008.20512820513,4211.28205128205,4315.38461538462,4126.15384615385,4623.07692307692,4405.12820512821,4317.94871794872,4407.17948717949,4546.15384615385,4370.76923076923,3988.71794871795,4096.41025641026,4514.35897435897,1666,1691,0.254,0.0312768779695034,0,0,0,0,
121,0,0,4163.58974358974,4009.23076923077,4210.76923076923,4313.84615384615,4124.10256410256,4628.20512820513,4408.71794871795,4324.10256410256,4408.20512820513,4545.64102564103,4373.84615384615,3985.64102564103,4099.48717948718,4512.30769230769,1665,1691,0.261,0.0312768779695034,0,0,0,0,
122,0,0,4166.15384615385,4009.74358974359,4212.30769230769,4313.33333333333,4121.53846153846,4624.61538461538,4407.69230769231,4321.02564102564,4407.69230769231,4542.5641025641,4374.35897435897,3986.15384615385,4098.97435897436,4514.35897435897,1666,1691,0.268,0.0312768779695034,0,0,0,0,
123,0,0,4167.17948717949,4009.74358974359,4213.84615384615,4313.84615384615,4123.07692307692,4621.02564102564,4404.61538461538,4318.46153846154,4407.69230769231,4545.64102564103,4370.76923076923,3986.66666666667,4096.92307692308,4517.94871794872,1665,1691,0.276,0.0312768779695034,0,0,0,0,
124,0,0,4166.15384615385,4008.71794871795,4209.74358974359,4314.8717948718,4125.12820512821,4624.61538461538,4403.07692307692,4319.48717948718,4410.76923076923,4548.71794871795,4370.76923076923,3985.64102564103,4094.8717948718,4512.82051282051,1666,1691,0.284,0.0312768779695034,0,0,0,0,
125,0,0,4165.12820512821,4008.71794871795,4209.74358974359,4314.35897435897,4123.58974358974,4625.12820512821,4400.51282051282,4316.41025641026,4410.25641025641,4543.58974358974,4374.8717948718,3990.76923076923,4096.41025641026,4510.76923076923,1665,1691,0.293,0.0312768779695034,0,0,0,0,
126,0,0,4164.10256410256,4010.25641025641,4211.79487179487,4313.84615384615,4123.58974358974,4623.07692307692,4403.07692307692,4316.92307692308,4408.71794871795,4540,4373.33333333333,3991.28205128205,4098.46153846154,4512.30769230769,1665,1692,0.301,0.0312768779695034,0,0,0,0,
127,0,0,4165.12820512821,4011.28205128205,4210.76923076923,4314.8717948718,4123.58974358974,4623.58974358974,4404.61538461538,4319.48717948718,4409.23076923077,4544.10256410256,4370.25641025641,3986.66666666667,4099.48717948718,4511.79487179487,1665,1691,0.31,0.0312768779695034,0,0,0,0,
128,0,0,4166.66666666667,4010.76923076923,4209.23076923077,4314.35897435897,4124.10256410256,4624.10256410256,4403.58974358974,4317.94871794872,4409.74358974359,4544.10256410256,4370.76923076923,3985.64102564103,4097.4358974359,4508.20512820513,1665,1692,0.316,0.0312768779695034,0,0,0,0,
0,0,0,4167.17948717949,4009.74358974359,4212.82051282051,4312.30769230769,4124.10256410256,4621.02564102564,4401.53846153846,4313.84615384615,4406.15384615385,4542.05128205128,4373.33333333333,3990.76923076923,4096.92307692308,4511.79487179487,1665,1691,0.325,0.0312768779695034,0,0,0,0,
1,0,0,4165.64102564103,4010.25641025641,4211.79487179487,4313.84615384615,4123.07692307692,4623.07692307692,4405.12820512821,4317.94871794872,4407.17948717949,4546.15384615385,4372.82051282051,3989.74358974359,4097.94871794872,4511.28205128205,1664,1691,0.333,0.0312768779695034,0,0,0,0,
2,0,0,4166.15384615385,4011.28205128205,4210.76923076923,4315.38461538462,4123.07692307692,4625.64102564103,4405.12820512821,4318.97435897436,4409.23076923077,4546.15384615385,4371.79487179487,3988.71794871795,4097.4358974359,4510.25641025641,1666,1691,0.341,0.0312768779695034,0,0,0,0,
3,0,0,4168.71794871795,4013.33333333333,4210.76923076923,4315.89743589744,4124.61538461538,4624.10256410256,4404.61538461538,4320.51282051282,4409.74358974359,4542.05128205128,4371.79487179487,3988.71794871795,4098.46153846154,4511.28205128205,1665,1691,0.348,0.0312768779695034,0,0,0,0,
4,0,0,4169.23076923077,4011.28205128205,4212.30769230769,4316.41025641026,4123.58974358974,4620.51282051282,4404.61538461538,4321.02564102564,4408.20512820513,4542.05128205128,4371.79487179487,3986.66666666667,4098.97435897436,4513.84615384615,1665,1692,0.354,0.0312768779695034,0,0,0,0,
5,0,0,4169.74358974359,4008.71794871795,4210.76923076923,4315.89743589744,4120.51282051282,4621.02564102564,4404.10256410256,4320.51282051282,4408.20512820513,4543.58974358974,4372.30769230769,3985.64102564103,4097.4358974359,4510.76923076923,1665,1691,0.362,0.0312768779695034,0,0,0,0,
6,0,0,4170.25641025641,4009.74358974359,4210.76923076923,4313.84615384615,4121.02564102564,4622.5641025641,4404.10256410256,4318.46153846154,4405.64102564103,4543.58974358974,4372.30769230769,3990.76923076923,4097.4358974359,4510.76923076923,1665,1691,0.37,0.0312768779695034,0,0,0,0,
7,0,0,4168.71794871795,4012.30769230769,4209.74358974359,4314.35897435897,4122.5641025641,4623.58974358974,4406.15384615385,4320.51282051282,4406.15384615385,4547.69230769231,4372.82051282051,3989.74358974359,4097.4358974359,4510.25641025641,1665,1691,0.378,0.0312768779695034,0,0,0,0,
8,0,0,4165.64102564103,4009.74358974359,4210.25641025641,4314.35897435897,4123.58974358974,4623.07692307692,4402.05128205128,4316.92307692308,4407.17948717949,4546.66666666667,4373.84615384615,3986.66666666667,4097.4358974359,4510.25641025641,1665,1692,0.388,0.0312768779695034,0,0,0,0,
9,0,0,4165.64102564103,4007.69230769231,4210.76923076923,4312.30769230769,4123.07692307692,4622.5641025641,4402.05128205128,4316.92307692308,4407.69230769231,4539.48717948718,4372.82051282051,3988.20512820513,4098.97435897436,4512.30769230769,1666,1690,0.397,0.0312768779695034,0,0,0,0,
10,0,0,4166.66666666667,4010.25641025641,4210.76923076923,4312.30769230769,4123.58974358974,4622.05128205128,4407.17948717949,4322.5641025641,4409.23076923077,4537.4358974359,4369.23076923077,3990.25641025641,4099.48717948718,4511.79487179487,1664,1692,0.403,0.0312768779695034,0,0,0,0,
11,0,0,4165.64102564103,4011.28205128205,4211.28205128205,4314.8717948718,4122.05128205128,4623.07692307692,4406.15384615385,4323.58974358974,4411.79487179487,4544.61538461538,4369.23076923077,3990.25641025641,4101.53846153846,4510.76923076923,1666,1690,0.409,0.0312768779695034,0,0,0,0,
12,0,0,4166.15384615385,4008.71794871795,4209.74358974359,4313.84615384615,4120.51282051282,4623.58974358974,4401.02564102564,4319.48717948718,4412.30769230769,4549.23076923077,4372.82051282051,3990.25641025641,4102.5641025641,4512.30769230769,1665,1691,0.417,0.0312768779695034,0,0,0,0,
13,0,0,4167.17948717949,4007.69230769231,4210.25641025641,4311.79487179487,4122.5641025641,4622.05128205128,4404.10256410256,4319.48717948718,4410.25641025641,4543.58974358974,4373.84615384615,3989.74358974359,4103.07692307692,4512.82051282051,1665,1691,0.425,0.0312768779695034,0,0,0,0,
14,0,0,4166.15384615385,4008.71794871795,4210.76923076923,4313.33333333333,4123.07692307692,4622.5641025641,4408.20512820513,4323.07692307692,4410.25641025641,4537.94871794872,4372.30769230769,3988.71794871795,4102.05128205128,4510.25641025641,1665,1691,0.433,0.0312768779695034,0,0,0,0,
15,0,0,4166.66666666667,4009.74358974359,4210.76923076923,4314.8717948718,4121.53846153846,4624.10256410256,4403.58974358974,4320,4409.23076923077,4541.53846153846,4371.28205128205,3989.74358974359,4099.48717948718,4512.30769230769,1665,1691,0.44,0.0312768779695034,0,0,0,0,
16,0,0,4167.69230769231,4009.74358974359,4209.23076923077,4315.38461538462,4124.10256410256,4622.5641025641,4402.05128205128,4320.51282051282,4409.74358974359,4549.23076923077,4370.25641025641,3990.25641025641,4097.94871794872,4513.33333333333,1666,1691,0.448,0.0312768779695034,0,0,0,0,
17,0,0,4166.15384615385,4009.23076923077,4210.76923076923,4316.41025641026,4127.17948717949,4624.61538461538,4406.66666666667,4318.97435897436,4410.25641025641,4544.61538461538,4370.25641025641,3989.23076923077,4096.92307692308,4509.74358974359,1665,1692,0.456,0.0312768779695034,0,0,0,0,
18,0,0,4168.71794871795,4010.76923076923,4210.25641025641,4312.82051282051,4118.97435897436,4620,4405.64102564103,4319.48717948718,4411.28205128205,4539.48717948718,4375.38461538462,3990.25641025641,4102.5641025641,4517.4358974359,1665,1691,0.464,0.0312768779695034,0,0,0,0,
19,0,0,4169.74358974359,4010.25641025641,4209.23076923077,4311.28205128205,4121.02564102564,4621.02564102564,4408.20512820513,4317.94871794872,4408.20512820513,4541.02564102564,4372.30769230769,3986.15384615385,4095.89743589744,4511.79487179487,1665,1692,0.472,0.0312768779695034,0,0,0,0,
20,0,0,4165.12820512821,4009.74358974359,4209.23076923077,4316.92307692308,4130.76923076923,4632.82051282051,4415.89743589744,4318.46153846154,4405.64102564103,4542.05128205128,4364.10256410256,3980,4085.64102564103,4494.35897435897,1666,1691,0.48,0.0312768779695034,0,0,0,0,
21,0,0,4165.12820512821,4009.23076923077,4211.79487179487,4315.38461538462,4122.5641025641,4628.20512820513,4407.17948717949,4315.38461538462,4404.10256410256,4540.51282051282,4368.71794871795,3988.71794871795,4094.8717948718,4504.10256410256,1665,1691,0.487,0.0312768779695034,0,0,0,0,
22,0,0,4170.25641025641,4010.25641025641,4212.82051282051,4311.28205128205,4115.89743589744,4620,4399.48717948718,4316.92307692308,4406.66666666667,4538.97435897436,4375.38461538462,3995.38461538462,4103.07692307692,4519.48717948718,1665,1691,0.495,0.0312768779695034,0,0,0,0,
23,0,0,4165.64102564103,4010.76923076923,4212.82051282051,4313.84615384615,4123.07692307692,4621.53846153846,4404.10256410256,4321.53846153846,4410.25641025641,4541.53846153846,4373.84615384615,3990.25641025641,4098.97435897436,4517.4358974359,1665,1692,0.503,0.0312768779695034,0,0,0,0,
24,0,0,4160.51282051282,4011.28205128205,4211.28205128205,4316.41025641026,4127.69230769231,4623.58974358974,4410.25641025641,4322.5641025641,4409.74358974359,4542.5641025641,4369.74358974359,3983.07692307692,4095.38461538462,4507.17948717949,1665,1691,0.511,0.0312768779695034,0,0,0,0,
25,0,0,4165.64102564103,4010.25641025641,4213.84615384615,4313.84615384615,4121.53846153846,4615.89743589744,4401.53846153846,4316.92307692308,4407.17948717949,4542.5641025641,4374.8717948718,3988.71794871795,4103.07692307692,4515.38461538462,1665,1692,0.52,0.0312768779695034,0,0,0,0,
26,0,0,4166.15384615385,4009.74358974359,4214.35897435897,4313.84615384615,4123.58974358974,4617.94871794872,4402.5641025641,4315.89743589744,4407.69230769231,4544.61538461538,4375.38461538462,3990.25641025641,4098.97435897436,4515.89743589744,1666,1691,0.526,0.0312768779695034,0,0,0,0,
27,0,0,4163.58974358974,4008.20512820513,4211.28205128205,4314.35897435897,4122.05128205128,4622.05128205128,4405.64102564103,4319.48717948718,4410.25641025641,4545.64102564103,4371.79487179487,3989.23076923077,4097.94871794872,4513.84615384615,1665,1692,0.534,0.500430047512054,0,0,0,0,
28,0,0,4165.12820512821,4007.69230769231,4211.79487179487,4312.30769230769,4120.51282051282,4624.61538461538,4405.64102564103,4318.97435897436,4408.20512820513,4543.58974358974,4368.71794871795,3989.74358974359,4101.02564102564,4511.28205128205,1666,1690,0.542,0.500430047512054,0,0,0,0,
29,0,0,4167.69230769231,4009.74358974359,4212.82051282051,4313.33333333333,4121.02564102564,4624.10256410256,4404.61538461538,4318.97435897436,4407.69230769231,4544.61538461538,4371.28205128205,3990.25641025641,4101.02564102564,4509.23076923077,1665,1692,0.55,0.500430047512054,0,0,0,0,
30,0,0,4165.64102564103,4010.76923076923,4210.76923076923,4314.8717948718,4121.02564102564,4620.51282051282,4403.07692307692,4318.46153846154,4409.74358974359,4545.64102564103,4376.92307692308,3990.76923076923,4099.48717948718,4511.79487179487,1666,1691,0.558,0.500430047512054,0,0,0,0,
31,0,0,4164.61538461538,4008.20512820513,4208.71794871795,4314.8717948718,4123.07692307692,4622.5641025641,4403.07692307692,4317.4358974359,4409.23076923077,4541.02564102564,4374.35897435897,3990.25641025641,4097.94871794872,4510.25641025641,1664,1691,0.566,0.531706929206848,0,0,0,0,
32,0,0,4166.66666666667,4008.20512820513,4210.25641025641,4314.8717948718,4123.07692307692,4624.10256410256,4403.07692307692,4316.92307692308,4406.66666666667,4539.48717948718,4371.28205128205,3992.82051282051,4101.02564102564,4510.25641025641,1665,1692,0.573,0.531706929206848,0,0,0,0,
33,0,0,4166.15384615385,4011.79487179487,4208.20512820513,4315.89743589744,4122.05128205128,4624.61538461538,4404.61538461538,4320.51282051282,4409.23076923077,4542.05128205128,4372.30769230769,3987.69230769231,4097.94871794872,4505.64102564103,1666,1691,0.581,0.531706929206848,0,0,0,0,
34,0,0,4165.12820512821,4010.76923076923,4209.23076923077,4314.35897435897,4122.5641025641,4623.07692307692,4402.5641025641,4317.94871794872,4409.74358974359,4540,4374.35897435897,3985.12820512821,4095.38461538462,4508.20512820513,1666,1691,0.589,0.531706929206848,0,0,0,0,
35,0,0,4164.10256410256,4007.17948717949,4210.76923076923,4311.79487179487,4122.05128205128,4621.53846153846,4403.58974358974,4317.4358974359,4407.69230769231,4540,4372.30769230769,3989.74358974359,4098.97435897436,4514.8717948718,1665,1691,0.597,0.531706929206848,0,0,0,0,
36,0,0,4164.10256410256,4008.71794871795,4211.28205128205,4313.84615384615,4120,4621.02564102564,4405.12820512821,4319.48717948718,4407.17948717949,4540,4370.76923076923,3992.30769230769,4100.51282051282,4517.94871794872,1665,1692,0.605,0.531706929206848,0,0,0,0,
37,0,0,4166.15384615385,4013.84615384615,4209.23076923077,4316.41025641026,4122.05128205128,4622.5641025641,4405.12820512821,4321.53846153846,4410.25641025641,4540,4372.30769230769,3986.66666666667,4097.94871794872,4510.25641025641,1665,1691,0.612,0.531706929206848,0,0,0,0,
38,0,0,4166.66666666667,4010.76923076923,4209.74358974359,4312.82051282051,4123.58974358974,4620.51282051282,4402.5641025641,4316.41025641026,4410.25641025641,4541.53846153846,4374.8717948718,3985.64102564103,4099.48717948718,4509.23076923077,1665,1691,0.62,0.531706929206848,0,0,0,0,
39,0,0,4164.10256410256,4008.20512820513,4210.25641025641,4311.79487179487,4122.5641025641,4620,4403.58974358974,4316.92307692308,4408.71794871795,4541.02564102564,4374.8717948718,3987.17948717949,4100,4513.84615384615,1666,1691,0.628,0.531706929206848,0,0,0,0,
40,0,0,4163.58974358974,4009.74358974359,4210.25641025641,4315.38461538462,4122.05128205128,4621.53846153846,4403.58974358974,4321.53846153846,4409.23076923077,4539.48717948718,4372.82051282051,3986.66666666667,4098.46153846154,4514.8717948718,1665,1692,0.636,0.531706929206848,0,0,0,0,
41,0,0,4165.64102564103,4010.25641025641,4209.74358974359,4315.38461538462,4122.5641025641,4621.53846153846,4403.07692307692,4322.05128205128,4408.71794871795,4541.02564102564,4371.28205128205,3985.64102564103,4098.97435897436,4513.84615384615,1666,1691,0.645,0.531706929206848,0,0,0,0,
42,0,0,4166.15384615385,4010.76923076923,4210.25641025641,4312.30769230769,4123.07692307692,4622.05128205128,4402.5641025641,4318.97435897436,4406.15384615385,4543.07692307692,4371.79487179487,3986.66666666667,4098.46153846154,4513.84615384615,1665,1691,0.653,0.531706929206848,0,0,0,0,
43,0,0,4164.10256410256,4010.25641025641,4210.76923076923,4313.84615384615,4124.10256410256,4622.05128205128,4405.12820512821,4320.51282051282,4406.66666666667,4545.64102564103,4370.25641025641,3986.66666666667,4098.46153846154,4512.30769230769,1665,1692,0.659,0.531706929206848,0,0,0,0,
44,0,0,4162.05128205128,4008.71794871795,4211.79487179487,4316.41025641026,4123.07692307692,4620,4404.61538461538,4320.51282051282,4407.69230769231,4545.64102564103,4370.76923076923,3988.20512820513,4101.02564102564,4511.28205128205,1666,1691,0.667,0.531706929206848,0,0,0,0,
45,0,0,4163.58974358974,4010.25641025641,4211.79487179487,4314.35897435897,4121.53846153846,4620,4403.07692307692,4317.94871794872,4406.66666666667,4541.02564102564,4372.82051282051,3991.28205128205,4099.48717948718,4513.84615384615,1665,1692,0.675,0.531706929206848,0,0,0,0,
46,0,0,4165.12820512821,4012.82051282051,4210.25641025641,4312.30769230769,4121.53846153846,4624.10256410256,4406.66666666667,4322.05128205128,4409.23076923077,4539.48717948718,4370.25641025641,3988.71794871795,4094.8717948718,4511.28205128205,1666,1690,0.683,0.531706929206848,0,0,0,0,
47,0,0,4165.12820512821,4009.74358974359,4211.79487179487,4313.33333333333,4122.05128205128,4624.61538461538,4408.20512820513,4322.05128205128,4410.25641025641,4541.53846153846,4370.25641025641,3986.15384615385,4098.97435897436,4510.76923076923,1665,1692,0.691,0.531706929206848,0,0,0,0,
48,0,0,4167.17948717949,4007.17948717949,4211.79487179487,4314.8717948718,4123.58974358974,4623.07692307692,4406.15384615385,4320,4407.17948717949,4541.02564102564,4374.35897435897,3987.17948717949,4101.53846153846,4510.76923076923,1666,1691,0.698,0.531706929206848,0,0,0,0,
49,0,0,4166.66666666667,4009.23076923077,4212.30769230769,4314.8717948718,4124.61538461538,4623.58974358974,4405.64102564103,4318.97435897436,4405.64102564103,4537.94871794872,4374.35897435897,3989.23076923077,4097.94871794872,4510.76923076923,1665,1692,0.706,0.531706929206848,0,0,0,0,
50,0,0,4164.61538461538,4011.28205128205,4211.28205128205,4314.35897435897,4122.05128205128,4624.10256410256,4407.69230769231,4318.97435897436,4408.71794871795,4539.48717948718,4371.28205128205,3986.66666666667,4097.4358974359,4510.25641025641,1665,1691,0.714,0.531706929206848,0,0,0,0,
51,0,0,4169.23076923077,4009.74358974359,4210.76923076923,4313.84615384615,4121.53846153846,4622.5641025641,4406.66666666667,4314.8717948718,4408.20512820513,4543.07692307692,4374.8717948718,3989.23076923077,4101.02564102564,4513.84615384615,1665,1691,0.722,0.531706929206848,0,0,0,0,
52,0,0,4170.76923076923,4008.71794871795,4209.23076923077,4313.33333333333,4125.12820512821,4626.66666666667,4407.17948717949,4320,4410.25641025641,4542.5641025641,4373.84615384615,3990.25641025641,4098.46153846154,4510.76923076923,1666,1692,0.73,0.531706929206848,0,0,0,0,
53,0,0,4166.15384615385,4010.25641025641,4211.79487179487,4313.33333333333,4122.5641025641,4627.17948717949,4405.64102564103,4323.07692307692,4410.25641025641,4541.53846153846,4369.74358974359,3988.71794871795,4098.46153846154,4509.23076923077,1665,1691,0.738,0.531706929206848,0,0,0,0,
54,0,0,4166.15384615385,4012.30769230769,4212.82051282051,4314.8717948718,4120,4622.05128205128,4403.07692307692,4316.41025641026,4408.71794871795,4543.58974358974,4370.76923076923,3987.69230769231,4100.51282051282,4510.76923076923,1665,1692,0.745,0.531706929206848,0,0,0,0,
55,0,0,4169.23076923077,4011.79487179487,4209.74358974359,4316.41025641026,4122.5641025641,4620,4402.05128205128,4312.82051282051,4409.23076923077,4544.10256410256,4373.33333333333,3989.23076923077,4098.46153846154,4513.33333333333,1666,1691,0.753,0.531706929206848,0,0,0,0,
56,0,0,4167.69230769231,4011.79487179487,4208.20512820513,4315.38461538462,4124.61538461538,4621.53846153846,4404.61538461538,4319.48717948718,4410.25641025641,4541.53846153846,4373.33333333333,3988.71794871795,4097.94871794872,4509.74358974359,1665,1692,0.762,0.531706929206848,0,0,0,0,
57,0,0,4165.12820512821,4010.76923076923,4212.30769230769,4313.84615384615,4122.05128205128,4620.51282051282,4402.05128205128,4319.48717948718,4407.17948717949,4543.58974358974,4373.33333333333,3989.74358974359,4100.51282051282,4510.25641025641,1666,1690,0.769,0.531706929206848,0,0,0,0,
58,0,0,4165.64102564103,4008.71794871795,4212.82051282051,4314.35897435897,4123.07692307692,4622.05128205128,4402.5641025641,4317.4358974359,4407.17948717949,4549.74358974359,4372.82051282051,3989.74358974359,4100,4511.79487179487,1665,1691,0.777,0.531706929206848,0,0,0,0,
59,0,0,4165.12820512821,4010.76923076923,4209.74358974359,4312.30769230769,4124.61538461538,4625.64102564103,4408.20512820513,4318.97435897436,4411.28205128205,4548.20512820513,4368.71794871795,3985.64102564103,4096.41025641026,4508.71794871795,1666,1691,0.784,0.531706929206848,0,0,0,0,
60,0,0,4166.15384615385,4012.82051282051,4210.76923076923,4310.76923076923,4123.58974358974,4623.58974358974,4407.69230769231,4315.38461538462,4410.76923076923,4541.53846153846,4370.25641025641,3985.64102564103,4098.97435897436,4508.20512820513,1665,1692,0.792,0.531706929206848,0,0,0,0,
61,0,0,4167.17948717949,4011.28205128205,4211.79487179487,4312.82051282051,4122.5641025641,4622.05128205128,4402.05128205128,4314.35897435897,4408.20512820513,4538.46153846154,4374.8717948718,3988.20512820513,4100.51282051282,4513.33333333333,1665,1691,0.8,0.531706929206848,0,0,0,0,
62,0,0,4166.15384615385,4008.71794871795,4209.23076923077,4314.8717948718,4123.58974358974,4625.12820512821,4403.58974358974,4319.48717948718,4407.17948717949,4541.02564102564,4373.33333333333,3987.17948717949,4096.92307692308,4513.84615384615,1665,1691,0.808,0.531706929206848,0,0,0,0,
63,0,0,4163.58974358974,4009.23076923077,4208.71794871795,4314.35897435897,4124.10256410256,4625.64102564103,4406.66666666667,4320.51282051282,4408.71794871795,4541.53846153846,4369.74358974359,3984.61538461539,4095.38461538462,4508.71794871795,1666,1691,0.816,0.531706929206848,0,0,0,0,
64,0,0,4164.10256410256,4010.76923076923,4210.76923076923,4313.84615384615,4123.58974358974,4623.07692307692,4402.5641025641,4316.41025641026,4408.71794871795,4540.51282051282,4371.79487179487,3986.66666666667,4097.94871794872,4510.76923076923,1664,1691,0.824,0.531706929206848,0,0,0,0,
65,0,0,4166.15384615385,4011.79487179487,4209.74358974359,4312.30769230769,4122.05128205128,4624.10256410256,4401.02564102564,4317.4358974359,4405.64102564103,4543.58974358974,4373.84615384615,3987.17948717949,4097.94871794872,4511.79487179487,1665,1692,0.831,0.531706929206848,0,0,0,0,
