0.03127688,0,0,0,0,0,False,False,True,True,
0.50043,9.165392E-06,0.0005499235,0.3,0,0.6369876,False,True,True,False,
0.5317069,9.165392E-06,0.0005499235,0.3,0,0.6369876,False,True,True,True,
1.00086,1.82544E-05,0.0005499235,0.27,0,0.7164988,False,False,True,False,
1.032137,1.82544E-05,0.0005499235,0.27,0,0.7164988,False,False,True,True,
1.50129,2.726704E-05,0.0005499235,0.2596667,0,0.7438859,False,False,True,False,
1.532567,2.726704E-05,0.0005499235,0.2596667,0,0.7438859,False,False,True,True,
2.00172,3.62033E-05,0.0005499235,0.2670333,0,0.7243615,False,False,True,False,
2.032997,3.62033E-05,0.0005499235,0.2670333,0,0.7243615,False,False,True,True,
2.50215,4.506318E-05,0.0005499235,0.2736633,0,0.7067896,False,False,True,False,
2.533427,4.506318E-05,0.0005499235,0.2736633,0,0.7067896,False,False,True,True,
3.00258,5.384668E-05,0.0005499235,0.2796303,0,0.6909748,False,False,True,False,
3.033857,5.384668E-05,0.0005499235,0.2796303,0,0.6909748,False,False,True,True,
3.503011,6.25538E-05,0.0005499235,0.2850006,0,0.6767415,False,False,True,False,
3.534287,6.25538E-05,0.0005499235,0.2850006,0,0.6767415,False,False,True,True,
4.613339,7.973891E-05,0.0005499235,0.2941839,0,0.6524026,False,False,True,False,
4.644617,7.973891E-05,0.0005499235,0.2941839,0,0.6524026,False,False,True,True,
5.019939,8.82169E-05,0.0005499235,0.2980988,0,0.6420265,False,False,True,False,
5.051216,8.82169E-05,0.0005499235,0.2980988,0,0.6420265,False,False,True,True,
5.520369,9.66185E-05,0.0005499235,0.3016222,0,0.6326881,False,False,True,False,
5.551646,9.66185E-05,0.0005499235,0.3016222,0,0.6326881,False,False,True,True,
6.020799,0.0001049437,0.0005499235,0.3047934,0,0.6242835,False,False,True,False,
6.052076,0.0001049437,0.0005499235,0.3047934,0,0.6242835,False,False,True,True,
6.521229,0.0001131926,0.0005499235,0.3076473,0,0.6167193,False,False,True,False,
6.552506,0.0001131926,0.0005499235,0.3076473,0,0.6167193,False,False,True,True,
7.021659,0.0001213651,0.0005499235,0.310216,0,0.6099116,False,False,True,False,
7.052936,0.0001213651,0.0005499235,0.310216,0,0.6099116,False,False,True,True,
7.522089,0.0001294612,0.0005499235,0.3125277,0,0.6037846,False,False,True,False,
7.553366,0.0001294612,0.0005499235,0.3125277,0,0.6037846,False,False,True,True,
8.053796,0.0001374809,0.0005499235,0.3146082,0,0.5982704,False,False,True,False,
8.085073,0.0001374809,0.0005499235,0.3146082,0,0.5982704,False,False,True,True,
8.522949,0.0001454242,0.0005499235,0.3164808,0,0.5933076,False,False,True,False,
8.554226,0.0001454242,0.0005499235,0.3164808,0,0.5933076,False,False,True,True,
9.01556,0.0001532912,0.0005499235,0.318166,0,0.588841,False,False,True,False,
9.046837,0.0001532912,0.0005499235,0.318166,0,0.588841,False,False,True,True,
9.51599,0.0001610818,0.0005499235,0.3196827,0.4806451,0.584821,False,False,True,False,
9.547267,0.0001610818,0.0005499235,0.3196827,0.4806451,0.584821,False,False,True,True,
10.01642,0.000168796,0.0005499235,0.3210478,0.4606226,0.5812032,False,False,True,False,
10.0477,0.000168796,0.0005499235,0.3210478,0.4606226,0.5812032,False,False,True,True,
10.51685,0.0001764338,0.0005499235,0.3222764,0.4442998,0.577947,False,False,True,False,
10.54813,0.0001764338,0.0005499235,0.3222764,0.4442998,0.577947,False,False,True,True,
11.43952,0.0001839952,0.0005499235,0.323382,0.4322331,0.5750166,False,False,True,False,
11.4708,0.0001839952,0.0005499235,0.323382,0.4322331,0.5750166,False,False,True,True,
11.53335,0.0001914803,0.0005499235,0.3243772,0.4203104,0.5723791,False,False,True,False,
11.56463,0.0001914803,0.0005499235,0.3243772,0.4203104,0.5723791,False,False,True,True,
12.03378,0.000198889,0.0005499235,0.3252728,0.4090513,0.5700054,False,False,True,False,
12.06506,0.000198889,0.0005499235,0.3252728,0.4090513,0.5700054,False,False,True,True,
12.64368,0.0002062213,0.0005499235,0.3260789,0.3967855,0.567869,False,False,True,False,
12.67496,0.0002062213,0.0005499235,0.3260789,0.3967855,0.567869,False,False,True,True,
13.019,0.0002134772,0.0005499235,0.3268043,0.3845643,0.5659463,False,False,True,False,
13.05028,0.0002134772,0.0005499235,0.3268043,0.3845643,0.5659463,False,False,True,True,
13.51943,0.0002206568,0.0005499235,0.3274572,0.3822705,0.5642159,False,False,True,False,
13.55071,0.0002206568,0.0005499235,0.3274572,0.3822705,0.5642159,False,False,True,True,
14.01986,0.00022776,0.0005499235,0.3280448,0.3865749,0.5626585,False,False,True,False,
14.05114,0.00022776,0.0005499235,0.3280448,0.3865749,0.5626585,False,False,True,True,
